"Record Number","Address","Description","Status","Related Records","Submittal Type",
"ROF2023-03426","2904 CURTIS AVE S, LEHIGH ACRES FL 33976","Re-Roof Shingle Hurricane Ian Damage","Closed-CC Issued","0","ePlan",
"MEC2023-00707","4556 W CORAL CIR, NORTH FORT MYERS FL 33903","Trane split system replace 15 seer 3 ton 8kw","Closed-CC Issued","0","ePlan",
"ROF2023-03425","176 YANCEY LN, NORTH FORT MYERS FL 33903","Remove existing roof covering, nail deck to current code, install fully adhered high temperature underlayment, install 1 1/2"" standing seam metal panels directly attached to the deck using slotted clips and approved fasteners.","Closed-Withdrawn","0","ePlan",
"ROF2023-03424","747 HARBORSIDE BOCA BAY, BOCA GRANDE FL 33921","Re-roof, flat - TPO","Closed-CC Issued","0","ePlan",
"ROF2023-03423","4167 VIA ARAGON, NORTH FORT MYERS FL 33903","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"ROF2023-03422","19015 FLAMINGO RD, FORT MYERS FL 33967","Re-Roof","Closed-CC Issued","0","ePlan",
"ROF2023-03421","1439 BYRON RD, FORT MYERS FL 33919","TEAR OFF/REPLACE SHINGLE ROOF","Closed-CC Issued","0","Paper Submittal",
"MEC2023-00706","13470 PARKER COMMONS BLVD, 101, FORT MYERS FL 33912","Trane split system replace Two A/C Units in Suite 101- 15 seer 3.5ton 10kw & 15 seer 3.5ton 10kw","Closed-CC Issued","0","ePlan",
"FIR2023-00186","247 WECUWA DR, FORT MYERS FL 33908","Install 2 - 120 vertical propane tanks and run gas line to a generator","Closed-CC Issued","0","ePlan",
"DSH2023-00059","6160 RIVER SHORE CT, NORTH FORT MYERS FL 33917","Construct +/- 100 lineal feat of concrete retaining wall, Form and Pour new 20"" cap.","Closed-CC Issued","0","ePlan",
"RES2023-01460","16921 CAROLYN LN, NORTH FORT MYERS FL 33917","Interior remodel","Closed-CC Issued","0","ePlan",
"ROF2023-03420","739 HARBORSIDE BOCA BAY, BOCA GRANDE FL 33921","Re-roof, flat - TPO","Closed-CC Issued","0","ePlan",
"MEC2023-00705","9001 LIGON CT, FORT MYERS FL 33908","SPLIT SYSTEM AND CONDENSER ONLY CHANGE OUT","Closed-CC Issued","0","ePlan",
"ROF2023-03419","8153 LARK LN, FORT MYERS FL 33967","shingle to shingle reroof","Closed-CC Issued","0","ePlan",
"ROF2023-03418","5022 BARON ST, LEHIGH ACRES FL 33971","RE-ROOF SHINGLE AND TEAR OFF","Closed-CC Issued","0","Paper Submittal",
"ROF2023-03417","729 HARBORSIDE BOCA BAY, BOCA GRANDE FL 33921","733-729 HARBORSIDE AT BOCA BAYRecover existing roof by installing ½” Dens deck prime roof boardMechanically fastened with HD fasteners & Invisiweld plates with 60 mil TPO Rhinobond System.","Closed-CC Issued","0","ePlan",
"ROF2023-03416","17577 TAYLOR DR, FORT MYERS FL 33908","Shingle to 5v metal re-roof due to hurricane Ian","Closed-CC Issued","0","ePlan",
"ROF2023-03415","618 DANLEY DR, FORT MYERS FL 33907","Shingle to Shingle RE-ROOF","Closed-CC Issued","0","ePlan",
"RES2023-01459","1673 MANY RD, NORTH FORT MYERS FL 33903","Replace carport- Hurricane Ian.","Closed-CO Issued","0","ePlan",
"ROF2023-03414","13206 HEATHER RIDGE LOOP, FORT MYERS FL 33966","shingle to shingle reroof","Closed-CC Issued","0","ePlan",
"ROF2023-03413","16256 DURHAM AVE, FORT MYERS FL 33908","shingle to shingle reroof","Closed-CC Issued","0","ePlan",
"ROF2023-03412","721 HARBORSIDE BOCA BAY, BOCA GRANDE FL 33921","Re-roof, flat - TPO","Closed-CC Issued","0","ePlan",
"ROF2023-03411","11270 BOUGAINVILLEA LN, FORT MYERS BEACH FL 33931","Re-Roof","Closed-CC Issued","0","ePlan",
"RES2023-01458","10266 MEADOW BEAUTY TRL, FORT MYERS FL 33905","SHED REMODEL","Closed-CC Issued","0","ePlan",
"ELE2023-00613","6803 BOGEY DR, FORT MYERS FL 33919","Replace 125 amp indoor electric panel like for like. Install dedicated circuit for a washing machine","Permit Expired","0","ePlan",
"FIR2023-00185","14702 TARMAC CT, BLDG H, FORT MYERS FL 33913","replace existing fire alarm panel with new est fire alarm. Panel in front main building","Closed-CC Issued","0","ePlan",
"ROF2023-03410","2225 VIOLET DR, FORT MYERS FL 33905","shingle to shingle reroof","Closed-CC Issued","0","ePlan",
"ROF2023-03409","720 CHAVERS ST E, LEHIGH ACRES FL 33974","Tear off old shingle roof an reroof with new dimensional shingles.","Closed-Withdrawn","0","ePlan",
"OCC2023-00051","0 ACCESS UNDETERMINED, NORTH FORT MYERS FL 33903","Boat club 7:00am-7:00pm","Permit Expired","0","Paper Submittal",
"OPN2023-00553","1901 FLAMINGO DR, NORTH FORT MYERS FL 33917","Remove & Replace Size for Size 1 Window","Closed-CC Issued","0","ePlan",
"COM2023-00484","823 HARBORSHORE DR, 3A, BOCA GRANDE FL 33921","Repair interior damages from hurricane and replacement of  sliding glass doors 2 sets of 4 panels 1 set of double slider panels*Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-03408","1707 PARK MEADOWS DR, 3, FORT MYERS FL 33907","Urethane roof/Hurricane repair","Closed-CC Issued","0","ePlan",
"ROF2023-03407","228 MAGELLAN ST, FORT MYERS FL 33913","Shingle re-roof due to hurricane Ian","Closed-CC Issued","0","ePlan",
"COM2023-00483","16470 KELLY COVE DR, 2837, FORT MYERS FL 33908","REMODEL","Closed-CC Issued","0","Paper Submittal",
"FIR2023-00184","15171 INTRACOASTAL CT, FORT MYERS FL 33908","CONNECT GENERATOR TO EXISTING LP GAS SYSTEM.","Closed-CC Issued","0","ePlan",
"ELE2023-00612","15171 INTRACOASTAL CT, FORT MYERS FL 33908","SET/SECURE 26KW GENERATOR ONTO 30"" ALUMINUM PLATFORM. INSTALL/WIRE 200AMP ATS.","Closed-CO Issued","0","ePlan",
"ROF2023-03406","1537 PARK MEADOWS DR, 1, FORT MYERS FL 33907","Urethane - Flat","Closed-CC Issued","0","ePlan",
"ROF2023-03405","14420 CLUBHOUSE DR, BOKEELIA FL 33922","Re-roof, tear-off -Tile","Closed-CC Issued","0","ePlan",
"RES2023-01457","18386 TULIP RD, FORT MYERS FL 33967","Build a detached Accessory Dwelling Unit to accommodate family","Permit Issued","2","ePlan",
"ROF2023-03404","13007 FOURTH ST, FORT MYERS FL 33905","REPLACE SHINGLE ROOFW TIH NEW SHINGLE ROOF","Closed-CC Issued","0","ePlan",
"ROF2023-03403","3815 5TH ST SW, LEHIGH ACRES FL 33976","REPLACE SHINGLE ROOF WITH NEW SHINGLE ROOF","Closed-CC Issued","0","ePlan",
"ROF2023-03402","5646 EIGHTH AVE, FORT MYERS FL 33907","Complete re-roof","Closed-CC Issued","0","ePlan",
"ROF2023-03401","5642 EIGHTH AVE, FORT MYERS FL 33907","Complete re-roof","Closed-CC Issued","0","ePlan",
"MEC2023-00702","16232 CHARLESTON AVE, FORT MYERS FL 33908","PACKAGE UNIT REPLACEMENT - LIKE FOR LIKE","Closed-Voided","0","ePlan",
"TMP2023-00198","7566 HART DR, NORTH FORT MYERS FL 33917","Temp pole for Fema trailer","Waiting on Applicant Updates","0","ePlan",
"TMP2023-00194","7900 NALLE GRADE RD, NORTH FORT MYERS FL 33917","RV placement for Temporary housing due to hurricane Ian","Closed-Voided","0","ePlan",
"ROF2023-03315","6391 NEAL RD, FORT MYERS FL 33905","Replace roof covering with metal","Waiting on Applicant Updates","0","ePlan",
"MEC2023-00682","792 OAK ST, FORT MYERS BEACH FL 33931","Replace AC after hurricane Ian","Closed-Voided","0","ePlan",
"ROF2023-03400","5129 27TH ST SW, LEHIGH ACRES FL 33973","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"RES2023-01456","6343 ROYAL WOODS DR, FORT MYERS FL 33908","Interior Remodel- Hurricane Ian.","Closed-CC Issued","0","ePlan",
"RES2023-01455","6049 SWORDS WAY, FORT MYERS FL 33908","Interior Remodel","Closed-CC Issued","0","ePlan",
"ROF2023-03399","4330 ORANGE GROVE BLVD, NORTH FORT MYERS FL 33903","tear off existing shingles install 26 g.classic rib metal roof","Permit Expired","0","ePlan",
"ROF2023-03398","12431 KELLY SANDS WAY, FORT MYERS FL 33908","Re-roof, tear-off - Tile","Closed-CC Issued","0","ePlan",
"RES2023-01454","3101 6TH ST SW, LEHIGH ACRES FL 33976","Lanai with Aluminum Pan Roof","Permit Expired","0","ePlan",
"FNC2023-00222","3209 12TH ST SW, LEHIGH ACRES FL 33976","352' of 4' Chain link with single gate","Closed-CC Issued","0","ePlan",
"RES2023-01453","1411 ROSE LN, FORT MYERS FL 33919","New roof due to hurricane damage","Closed-Voided","0","ePlan",
"ELE2023-00611","20056 KINGMONT DR, ESTERO FL 33928","Install 14 kw generac generator with ATS and load shedding","Closed-CC Issued","0","ePlan",
"FIR2023-00183","20056 KINGMONT DR, ESTERO FL 33928","Connect Generator to TECO meter","Closed-CC Issued","0","ePlan",
"COM2023-00482","12601 KELLY SANDS WAY, 404, FORT MYERS FL 33908","HURRICANE DAMAGE, BUILD BACK AS WAS BEFORE HURICANE FLOODING, install drywall, outlets. 2 vanities bathroom, texture, paint ceiling and prime walls","Closed-CC Issued","0","ePlan",
"RES2023-01452","4228 VILLA RAPALLO WAY, NORTH FORT MYERS FL 33917","Installation of 220v Electrical Box for hot tub","Closed-Voided","0","ePlan",
"ELE2023-00610","1210 WESTFIELD DR, FORT MYERS FL 33919","Replace 200 amp meter base, underground service","Closed-CC Issued","0","ePlan",
"RES2023-01451","409 MORGAN CIR S, LEHIGH ACRES FL 33936","new roof","Closed-Voided","0","ePlan",
"MEC2023-00704","5660 BIRDSONG LN, BOKEELIA FL 33922","AC change out. Duplex","Closed-CC Issued","1","ePlan",
"RES2023-01450","12681 KELLY PALM DR, FORT MYERS FL 33908","Interior Remodel","Closed-CC Issued","0","ePlan",
"ROF2023-03397","14861 STRINGFELLOW RD, BOKEELIA FL 33922","remove & replace like kind metal roof","Closed-CC Issued","0","ePlan",
"ROF2023-03396","5801 MARINA RD, BOKEELIA FL 33922","Replacing old/damaged shingles and underlayment with new shingles/underlayment.","Closed-CC Issued","0","ePlan",
"DEM2023-00477","1057 SOUTH SEAS PLANTATION RD, CAPTIVA FL 33924","Interior demolition of non load bearing walls and finishes for renovations required due to affects of Hurricane Ian.","Permit Expired","0","ePlan",
"ROF2023-03395","307 GASPARILLA ST, BOCA GRANDE FL 33921","Remove and Reinstall metal roof panels","Closed-CC Issued","0","ePlan",
"ROF2023-03394","3549 SABAL SPRINGS BLVD, NORTH FORT MYERS FL 33917","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"RES2023-01449","3319 15TH ST W, LEHIGH ACRES FL 33971","The work entails a new 3'-0"" X 6'-8"" MTL. French Door","Closed-CC Issued","0","Paper Submittal",
"ROF2023-03393","3307 42ND ST W, LEHIGH ACRES FL 33971","reroof home hurricane ian damage","Closed-CC Issued","0","ePlan",
"COM2023-00481","16440 KELLY COVE DR, 2810, FORT MYERS FL 33908","Repair of damages caused by hurricane Ian.R01 Remove mechanical and insulation from the permit","Inspections Ongoing","1","ePlan",
"RES2023-01448","3407 28TH ST W, LEHIGH ACRES FL 33971","New single family home","Permit Issued","3","ePlan",
"ROF2023-03392","3003 21ST ST SW, LEHIGH ACRES FL 33976","reroof home from hurricane ian damage","Permit Expired","0","ePlan",
"ROF2023-03391","5080 LOCKE LN, LEHIGH ACRES FL 33973","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"ROF2023-03390","9151 RASPBERRY CT, FORT MYERS FL 33919","Remove old shingles down to deck, replace damaged, re-nail, install new under-layments and fiberglass shingles","Closed-CC Issued","0","ePlan",
"ROF2023-03389","922 MILDRED AVE S, LEHIGH ACRES FL 33974","RE-ROOF SHINGLES HURRICANE  DAMAGE","Closed-CC Issued","0","ePlan",
"ROF2023-03388","748 ROMA AVE S, LEHIGH ACRES FL 33974","RE-ROOF SHINGLES HURRICANE DAMAGE","Closed-CC Issued","0","ePlan",
"MEC2023-00703","896 BUTTONWOOD DR, 210, FORT MYERS BEACH FL 33931","SPLIT SYSTEM REPLACEMENT - LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"RES2023-01447","15469 OMAI CT, FORT MYERS FL 33908","REPLACE LOWER 4 FT OF DRYWALL, FLOORING, DOORS, TRIM, CABINETS AND REATTACH PLUMBING TO EXISTING FITTINGS - NO ELECTRICAL WORK NEEDED","Closed-Withdrawn","0","ePlan",
"ROF2023-03387","4900 GULFGATE LN, SAINT JAMES CITY FL 33956","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"RES2023-01446","19530 PANTHER ISLAND BLVD, ESTERO FL 33928","New Single Family Home","Closed-CO Issued","4","ePlan",
"MEC2023-00701","5313 WHITE SKY CIR, FORT MYERS FL 33908","PACKAGE UNIT REPLACEMENT WITH DUCTWORK - LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-03386","5012 BANNING ST, LEHIGH ACRES FL 33971","Re roof single family house Tear off and install new shingles","Closed-CC Issued","0","ePlan",
"RES2023-01445","3717 PASSION VINE DR, ALVA FL 33920","new SFH","Closed-CO Issued","345","ePlan",
"ROF2023-03385","9704 FOXGLOVE CIR, FORT MYERS FL 33919","Re-roof due to hurricane damage.","Permit Expired","0","ePlan",
"DEM2023-00476","1183 OTTOWA TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove and dispose debris.","Closed-CC Issued","0","ePlan",
"ROF2023-03384","5335 BENTON ST, LEHIGH ACRES FL 33971","Re-roof 31 squares shingles only","Closed-CC Issued","0","ePlan",
"MEC2023-00700","10160 BELLAVISTA CIR, 1203, MIROMAR LAKES FL 33913","A/C change out; like for like; 5 ton split system","Permit Expired","0","ePlan",
"ELE2023-00609","49 JURUA CT, FORT MYERS FL 33908","Repair damaged meter jaws with like for like equipment","Closed-CC Issued","0","ePlan",
"DEM2023-00475","915 ARAPAHO TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove and dispose debris.","Closed-CC Issued","0","ePlan",
"RES2023-01444","3704 PASSION VINE DR, ALVA FL 33920","new SFH","Closed-CO Issued","345","ePlan",
"RES2023-01443","3700 PASSION VINE DR, ALVA FL 33920","new SFH","Closed-CO Issued","346","ePlan",
"RES2023-01442","3211 18TH ST SW, LEHIGH ACRES FL 33976","NEW SINGLE FAMILY RESIDENCE","Closed-CO Issued","2","ePlan",
"DEM2023-00474","1089 CHINOOK TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove and dispose debris.","Closed-CC Issued","0","ePlan",
"ELE2023-00608","24 SALUT CT, FORT MYERS FL 33908","Repair electrical service meter jaws with like for like equipment. FPL scheduled to shut off power","Closed-CC Issued","0","ePlan",
"RES2023-01441","16109 HERONS VIEW DR, ALVA FL 33920","New Single Family Residence","Closed-CO Issued","194","ePlan",
"PLU2023-00092","9265 LAKE PARK DR, 201, FORT MYERS FL 33919","REPIPE INTERIOR POTABLE WATER SYSTEM WITH CPVC","Closed-CC Issued","0","ePlan",
"ROF2023-03383","9911 VANILLALEAF ST, FORT MYERS FL 33919","Re-roof due to hurricane damage.","Closed-CC Issued","0","ePlan",
"RES2023-01440","3024 SAGITTARIA LN, ALVA FL 33920","New Single Family Residence","Closed-CO Issued","193","ePlan",
"ROF2023-03382","14431 PINE LILY DR, FORT MYERS FL 33908","TEAR OFF EXISTING ROOF INSTALL NEW  2PLY SYNTHETIC FELT INSTALL NEW TAMKO SHINGLES","Closed-CC Issued","0","ePlan",
"RES2023-01439","3068 WALNUT GROVE LN, ALVA FL 33920","new SFH","Closed-CO Issued","370","ePlan",
"ROF2023-03381","3815 36TH ST SW, LEHIGH ACRES FL 33976","Remove the existing shingle roof system and install a new 24Ga Standing Seam Metal Roof System.","Closed-CC Issued","0","ePlan",
"ROF2023-03380","11541 LAIKA LN, CAPTIVA FL 33924","Re-roof, tear-off - Tile","Closed-CC Issued","0","ePlan",
"RES2023-01438","3967 EAST HAMPTON CIR, ALVA FL 33920","new SFH","Closed-CO Issued","345","ePlan",
"RES2023-01437","1816 FLOYD AVE S, LEHIGH ACRES FL 33976","New single family residence","Closed-CO Issued","1","ePlan",
"ROF2023-03379","2030 VENICE AVE N, LEHIGH ACRES FL 33971","TEAR OFF & RE-ROOF","Closed-CC Issued","0","ePlan",
"MEC2023-00699","2350 BEDMAN CREEK DR, ALVA FL 33920","Change out like for like split system 16 Seer, 3.0 Ton, 7 K/w","Closed-CC Issued","0","ePlan",
"RES2023-01436","2515 25TH ST SW, LEHIGH ACRES FL 33976","New Single Family Residence Construction","Closed-CO Issued","2","ePlan",
"ROF2023-03378","919 VIA LA PAZ, NORTH FORT MYERS FL 33903","Re-roof 27 squares asphalt shingle, 3 squares flat roof for the property on 919 Via La Paz. Address not populating.","Closed-CC Issued","0","ePlan",
"ROF2023-03377","9728 GLADIOLUS BULB LOOP, FORT MYERS FL 33908","Remove existing shingles and replace with shingles","Closed-CC Issued","0","ePlan",
"RES2023-01435","1858 MARLBORO LN, LEHIGH ACRES FL 33972","Build enclosed deck with self locking door.","Waiting on Applicant","0","ePlan",
"RES2023-01434","1814 FLOYD AVE S, LEHIGH ACRES FL 33976","New single family residence","Closed-CO Issued","1","ePlan",
"ROF2023-03376","5223 GREENBRIAR DR, FORT MYERS FL 33919","Re-Roof Shingles Hurricane Ian DamageShingle - FL10674-R17Underlayment - FL34539.1Vent - FL10758-R8","Closed-CC Issued","0","ePlan",
"ROF2023-03375","4015 6TH ST SW, LEHIGH ACRES FL 33976","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"ELE2023-00607","12992 CRISTI WAY, BOKEELIA FL 33922","Emergency permit: replace meter socket, heat damaged","Closed-CC Issued","0","ePlan",
"OPN2023-00552","3985 VILLMOOR LN, FORT MYERS FL 33919","Installing 2 Accordion Shutters*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2023-01433","1858 MARLBORO LN, LEHIGH ACRES FL 33972","Extended slab on either side of existing slab please see expired permit RES2019-01049","Waiting on Applicant","0","ePlan",
"COM2023-00480","0 HALYARD CLUB CONDO HDR, PUNTA GORDA FL 33955","units 1a/1croofs/sheetrock/insulation/gutters/soffit/exterior painting/lanai screens","Closed-Voided","0","ePlan",
"MEC2023-00698","2218 BEACH VILLAS, CAPTIVA FL 33924","HVAC change out","Closed-CC Issued","0","ePlan",
"RES2023-01432","14121 ARIVACA CT, ESTERO FL 33928","New Single Family Home","Closed-CO Issued","3","ePlan",
"OPN2023-00551","3190 COTTONWOOD BND, 1004, FORT MYERS FL 33905","INSTALL 7 IMPACT WINDOWS","Closed-CC Issued","0","ePlan",
"SGN2023-00045","9903 GULF COAST MAIN ST, FORT MYERS FL 33913","Wall Sign","Closed-CC Issued","0","ePlan",
"ROF2023-03374","12993 KEDLESTON CIR, FORT MYERS FL 33912","Tear off tile & install new Ross/Tilcore roofing system NOA 22-0216.03, 3/12, 2.5 SQ; 5/12 41 sq  Roofnado underlayment FL21895 R4 , Warrior Roofing Manufacturing #30 Felt FL2346 R8 ***R1-Add 1 sq Owens Corning MOD BIT NOA 22-0329.02***","Closed-CC Issued","1","ePlan",
"ROF2023-03373","514 JACKSON AVE, LEHIGH ACRES FL 33972","SHINGLE RE ROOF","Permit Expired","0","Paper Submittal",
"FNC2023-00221","4740 CASTALIA CT, FORT MYERS FL 33905","Relocate 88' of 5' high black chain link fence and gate; install 167' of 5' high new black chain link fence.","Closed-CC Issued","0","ePlan",
"DSH2023-00058","4435 POINT HOUSE TRL, UPPER CAPTIVA FL NA","Replace 140' of seawall due to Hurricane Ian damage","Permit Expired","0","ePlan",
"COM2023-00479","0 SPINNAKER CLUB CONDO HDR, PUNTA GORDA FL 33955","2000 marianne key rd,punta gorda,fl - units - 11a/12a/13aroofs/sheetrock/insulation/exterior painting/gutters/soffit lanai screens","Closed-Voided","0","ePlan",
"ROF2023-03372","1933 WANDA AVE N, LEHIGH ACRES FL 33971","Remove existing shingle roof and replace with new.","Closed-Withdrawn","0","ePlan",
"ROF2023-03371","8189 PELICAN RD, FORT MYERS FL 33967","Remove and replace shingles with new","Closed-CC Issued","0","ePlan",
"FNC2023-00220","888 ENTRADA DR S, FORT MYERS FL 33919","6 foot metal with gates","Closed-CC Issued","1","Paper Submittal",
"ELE2023-00606","412 CLAMSHELL LN, FORT MYERS BEACH FL 33931","Replace existing pedestal with new pedestal due to hurricane damage","Closed-CC Issued","0","ePlan",
"MEC2023-00697","7400 COLLEGE PKWY, 74D, FORT MYERS FL 33907","Change out like for like split system HVAC","Closed-CC Issued","0","ePlan",
"ROF2023-03370","321 LENZ AVE S, LEHIGH ACRES FL 33974","SHINGLE RE-ROOF","Closed-CC Issued","0","Paper Submittal",
"OPN2023-00550","6600 CHIPPER LN, NORTH FORT MYERS FL 33917","INSTALL 10 IMPACT WINDOWS AND 2 IMPACT DOORS","Closed-CC Issued","0","ePlan",
"RES2023-01431","6214 PARK RD, FORT MYERS FL 33908","New pool screen enclosure","Closed-Withdrawn","1","ePlan",
"ROF2023-03369","16845 FOX DEN, FORT MYERS FL 33908","Re-roof, tear-off - Shingle","Closed-Voided","0","ePlan",
"RES2023-01430","3219 45TH ST SW, LEHIGH ACRES FL 33976","STRUCTURAL SLAB","Waiting on Applicant","0","Paper Submittal",
"SOL2023-00098","13770 WILLOW BRIDGE DR, NORTH FORT MYERS FL 33903","INSTALL OF A PV SYSTEM","Closed-CC Issued","0","ePlan",
"ROF2023-03368","8160 PENNY DR, NORTH FORT MYERS FL 33917","Remove and replace shingles with new","Closed-CC Issued","0","ePlan",
"ROF2023-03367","4765 ORANGE GROVE BLVD, BLDG H, NORTH FORT MYERS FL 33903","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"MEC2023-00696","12744 BREWSTER DR, FORT MYERS FL 33908","We are changing the air conditioning equipment and all of the ductwork inside the house.","Payment Required","0","ePlan",
"ROF2023-03366","4016 15TH ST SW, LEHIGH ACRES FL 33976","ReRoof asphalt shingles with complete tear off","Closed-CC Issued","0","ePlan",
"ROF2023-03365","3003 31ST ST W, LEHIGH ACRES FL 33971","Shingle Roof Replacement.","Closed-CC Issued","0","ePlan",
"OPN2023-00549","16635 LAKE CIRCLE DR, 632, FORT MYERS FL 33908","Replace 4 windows size for size with impact","Closed-CC Issued","0","ePlan",
"FIR2023-00182","9121 CENTERLINKS COMMERCE DR, FORT MYERS FL 33912","add and relocate fire sprinklers","Closed-CC Issued","2","ePlan",
"MEC2023-00695","3219 45TH ST SW, LEHIGH ACRES FL 33976","NEW MINI SPLIT","Waiting on Applicant","0","Paper Submittal",
"ROF2023-03364","676 MANHATTAN ST E, LEHIGH ACRES FL 33974","Shingles - FL#18355 Underlayment - FL#22259.1","Closed-CC Issued","0","Paper Submittal",
"COM2023-00478","0 COMMODORE CLUB C/E, PUNTA GORDA FL 33955","clubhouse - roofs/window replacement/exterior painting/screens","Closed-Voided","0","ePlan",
"ROF2023-03363","15846 GLENEAGLE CT, FORT MYERS FL 33908","TEAR OFF AND REROOF - HURRICANE IAN","Closed-CC Issued","0","ePlan",
"ROF2023-03362","378 HORIZON DR, NORTH FORT MYERS FL 33903","Remove and replace shingles with new","Closed-CC Issued","0","ePlan",
"COM2023-00477","0 COMMODORE CLUB C/E, PUNTA GORDA FL 33955","1590 islamorada blvd,punta gorda,fl - units - 81a/83a/82b/81c/82c/83c/84croofs/sheetrock/insulation/window replacement/gutters/soffit/exterior painting/lanai screens","Closed-Voided","1","ePlan",
"ROF2023-03361","3501 63RD ST W, LEHIGH ACRES FL 33971","Roof Replacement with flat.","Closed-CC Issued","0","ePlan",
"RES2023-01429","11601 PADINA DR, FORT MYERS FL 33908","Interior Remodel","Closed-Withdrawn","0","Paper Submittal",
"COM2023-00476","0 COMMODORE CLUB C/E, PUNTA GORDA FL 33955","1600 islamorada blvd,punta gorda,fl - units - 71a/72a/73a/74a/71b/72b/73b/74b/71c/72c/73c/74croofs/sheetrock/insulation/window replacement/gutterssoffit/exterior painting/lanai screens","Closed-Voided","1","ePlan",
"SOL2023-00097","17171 ASHCOMB WAY, ESTERO FL 33928","Installation of Solar PV to Rooftop","Closed-CC Issued","0","ePlan",
"ROF2023-03360","9090 PASEO DE VALENCIA ST, FORT MYERS FL 33908","tear off and re roof","Closed-CC Issued","0","ePlan",
"DSH2023-00057","341 PIECES OF EIGHT, UPPER CAPTIVA FL NA","Remove & Replace 460' of seswall due to Hurricane Ian","Closed-CC Issued","0","ePlan",
"SOL2023-00096","5012 BANNING ST, LEHIGH ACRES FL 33971","10.00 kw pv solar panel installation roof mounted","Closed-Withdrawn","0","ePlan",
"ROF2023-03359","3744 ROYAL PALM DR, SAINT JAMES CITY FL 33956","re-roof shingle to shingle w/ tear off","Closed-Withdrawn","0","ePlan",
"ROF2023-03358","3805 12TH ST W, LEHIGH ACRES FL 33971","Roof replacement Shingle to Shingle","Closed-CC Issued","0","ePlan",
"COM2023-00475","0 COMMODORE CLUB C/E, PUNTA GORDA FL 33955","1610 islamorada blvd,punt gorda,fl - units - 61a/62a/63a/64a/61b/62b/63b/64b/61c/62c/63c/64croofs/sheetrock/insulation/window replacement/gutters/soffit/exterior painting/lanai screens","Closed-Voided","1","ePlan",
"ROF2023-03357","606 HIBISCUS AVE, LEHIGH ACRES FL 33972","Re-roof, tear-off - Shingle","Permit Expired","0","ePlan",
"ROF2023-03356","11452 FLINT LN, BOKEELIA FL 33922","Reroof metal","Closed-Withdrawn","0","ePlan",
"RES2023-01428","17575 WINDING OAK LN, NORTH FORT MYERS FL 33917","Single Family Residence","Closed-CO Issued","240","ePlan",
"RES2023-01427","7103 DEL WEBB OAK CREEK BLVD, NORTH FORT MYERS FL 33917","New SFR","Closed-CO Issued","240","ePlan",
"MEC2023-00694","16200 KELLY COVE DR, 217, FORT MYERS FL 33908","REPLACE AC SYSTEM","Closed-CC Issued","0","ePlan",
"ROF2023-03355","9460 GLADIOLUS PRESERVE CIR, FORT MYERS FL 33908","Reroofing of property, SFR, like to like","Closed-Withdrawn","0","ePlan",
"COM2023-00474","9701 ORANGE RIVER BLVD, FORT MYERS FL 33905","Remove and replace damaged framing inside walls & truss repair *Inspections Done By Private Provider – Universal Engineering*","Closed-CC Issued","3","ePlan",
"ROF2023-03354","16508 WELLINGTON LAKES CIR, FORT MYERS FL 33908","Re-roof due to hurricane damage. Remove and install 38 sq Tamko Shingles and IWS.","Closed-CC Issued","0","ePlan",
"RES2023-01426","17372 LEANING OAK TRL, NORTH FORT MYERS FL 33917","Single Family Residence","Closed-CO Issued","239","ePlan",
"DEM2023-00473","19681 SUMMERLIN RD, 140, FORT MYERS FL 33908","Demo","Closed-CC Issued","0","ePlan",
"ROF2023-03353","6561 BRIARCLIFF RD, FORT MYERS FL 33912","Remove and replace Shingle roof systems.","Permit Expired","0","ePlan",
"MEC2023-00693","18930 BAY WOODS LAKE DR, 102, FORT MYERS FL 33908","HVAC change out of Condenser only","Closed-CC Issued","0","ePlan",
"COM2023-00473","0 COMMODORE CLUB C/E, PUNTA GORDA FL 33955","5 pirates ln,punt gorda,fl - units - 51a/53a/54a/51b/52b/54b/51c/52c/53c/54croofs/sheetrock/insulation/window replacement/gutterssoffit/exterior painting/lanai screens","Closed-Voided","1","ePlan",
"ROF2023-03352","125 OVERLAND TRL, NORTH FORT MYERS FL 33917","Re-roof, tear-off - Metal","Closed-CC Issued","0","ePlan",
"RES2023-01425","492 HORIZON DR, NORTH FORT MYERS FL 33903","reside exterior and replace roof","Closed-Withdrawn","0","ePlan",
