"Record Number","Address","Description","Status","Related Records","Submittal Type",
"ROF2023-21948","24315 VINCENT AVE, PUNTA GORDA FL 33955","REMOVE TILE ROOF AND REPLACE METAL ROOF FROM CLUBHOUSE, BATHROOM,","Closed-CC Issued","0","ePlan",
"FNC2023-02656","3713 41ST ST SW, LEHIGH ACRES FL 33976","6 foot PVC privacy fence with gates","Closed-CC Issued","0","Paper Submittal",
"MEC2023-06721","6010 DREXEL LN, FORT MYERS FL 33919","AC CHANGE OUT SAME LOCATION SAME ELEVATION1.5TON 14SEE(2) 5KW","Closed-CC Issued","0","ePlan",
"RES2023-12333","2710 31ST ST SW, LEHIGH ACRES FL 33976","Construction of a new SFR *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","39","ePlan",
"SOL2023-01217","5008 BARTH ST, LEHIGH ACRES FL 33971","roof mounted solar *Plan Review & Inspections Done By Private Provider – Inspected.com*","Closed-CC Issued","1","ePlan",
"ROF2023-21947","16136 BOWLINE ST, BOKEELIA FL 33922","Re-roof shingle to shingle- BOATHOUSE","Closed-CC Issued","0","ePlan",
"MEC2023-06720","8650 WESLEYAN DR, FORT MYERS FL 33919","AC CHANGE OUT SAME LOCATION SAME ELEVATION2TON 14SEER(2) 5KW","Closed-CC Issued","0","ePlan",
"ROF2023-21946","4040 COBIA ESTATES DR, PUNTA GORDA FL 33955","Remove the existing roof to clean the dry deck.  Install self-adhered Polyglass TU Plus (FL5259-R35) and then Eagle Tile - FL7473-R9 - 37 Sq - 4/12 pitch","Closed-CC Issued","0","ePlan",
"OCC2023-00559","13711 S TAMIAMI TRL, 3-7, FORT MYERS FL 33912","Specializing in full body waxing and temporary brow services Monday5:00pm-7:00pm Tuesday 5:00pm-7:00pm Wed 9:30am-7:00pm Thursday 5:00pm-7:00pm Fri 9:30am-7:00pm Saturday 9:30am-3:30pm","Closed-Cert of Use Issued","0","Paper Submittal",
"RES2023-12332","2714 12TH ST SW, LEHIGH ACRES FL 33976","Construction of a new SFR *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","28","ePlan",
"ROF2023-21945","17540 BUTLER RD, FORT MYERS FL 33967","reroof","Closed-CC Issued","0","Paper Submittal",
"ROF2023-21944","13710 WILLOW BRIDGE DR, NORTH FORT MYERS FL 33903","REROOF SHINGLE AND FLAT ROOF","Closed-CC Issued","1","ePlan",
"OPN2023-04558","6625 HIGHLAND PINES CIR, FORT MYERS FL 33966","Installing 5 Storm Catcher Rolldown Screens MOT & 13 Storm Catcher Easy Screens *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2023-12331","4103 34TH ST SW, LEHIGH ACRES FL 33976","Shed 10x12","Closed-CO Issued","0","ePlan",
"SOL2023-01216","9009 FALCON POINTE LOOP, FORT MYERS FL 33912","SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed-CC Issued","0","ePlan",
"MEC2023-06719","6665 DANIEL CT, FORT MYERS FL 33908","REPLACE AC SYSTEM","Closed-CC Issued","0","ePlan",
"RES2023-12330","3013 62ND ST W, LEHIGH ACRES FL 33971","Construction of a new SFR *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","38","ePlan",
"MEC2023-06718","8650 WESLEYAN DR, FORT MYERS FL 33919","AC CHANGE OUT SAME LOCATION SAME ELEVATION2TON 14SEE(2) 5KW","Closed-CC Issued","0","ePlan",
"ROF2023-21943","16136 BOWLINE ST, BOKEELIA FL 33922","Re-roof Tile to metal and mod bit to mod bit-  House","Closed-CC Issued","0","ePlan",
"MRV2023-00524","70 SNEAD DR, NORTH FORT MYERS FL 33903","Mobile Home replacement","Closed-CO Issued","1","ePlan",
"FNC2023-02655","0 RIGHT OF WAY, FORT MYERS FL 33913","3' VINYL","Closed-CC Issued","0","ePlan",
"RES2023-12329","4012 22ND ST SW, LEHIGH ACRES FL 33976","Construction of a new SFR*Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","29","ePlan",
"DSH2023-00541","9931 CYPRESS LAKE DR, FORT MYERS FL 33919","boat lift","Closed-CC Issued","1","ePlan",
"MEC2023-06717","7402 LAKE BREEZE DR, 113, FORT MYERS FL 33907","AC CHANGE OUT LIKE FOR LIKE 2 TON UNIT","Closed-CC Issued","0","ePlan",
"DSH2023-00540","0 HARBOUR ISLE YACHT AND RACQUET C/E, FORT MYERS FL NA","Rebuild Fishing Pier","Permit Issued","0","ePlan",
"PLU2023-00711","16051 PINTO RD, NORTH FORT MYERS FL 33903","REPLACE EXISTING 3/4'' BACKFLOW PREVENTER LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-21942","6004 TERRY AVE N, LEHIGH ACRES FL 33971","tear off and replace timberline shingle roof *Inspections Done By Private Provider – Inspected.com*","Closed-CC Issued","1","Paper Submittal",
"RES2023-12328","3001 3RD ST SW, LEHIGH ACRES FL 33976","Construction of a new SFR *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","28","ePlan",
"ROF2023-21941","7780 CAMBRIDGE MANOR PL, FORT MYERS FL 33907","Remove existing shingle roof, replace with new shingles, flashing, and underlayment","Closed-CC Issued","1","ePlan",
"FNC2023-02654","173 YAGER CIR, FORT MYERS FL 33913","installing 308' of 6' vinyl w/ 2 gates","Closed-CC Issued","0","ePlan",
"MEC2023-06716","7402 LAKE BREEZE DR, 111, FORT MYERS FL 33907","AC CHANGE OUT LIKE FOR LIKE 2 TON UNIT","Closed-CC Issued","0","ePlan",
"OPN2023-04557","14546 MAJESTIC EAGLE CT, FORT MYERS FL 33912","Replace Garage Door and Mechanics Size for Size Impact","Permit Expired","0","ePlan",
"MEC2023-06715","12401 VERANDAH BLVD, FORT MYERS FL 33905","Change out, like for like.","Closed-CC Issued","0","ePlan",
"RES2023-12327","3406 28TH ST SW, LEHIGH ACRES FL 33976","Construction of a new SFR *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","38","ePlan",
"MEC2023-06714","7402 LAKE BREEZE DR, 110, FORT MYERS FL 33907","AC CHANGE OUT LIKE FOR LIKE 2 TON UNIT","Closed-CC Issued","0","ePlan",
"OPN2023-04556","15751 KILMARNOCK DR, FORT MYERS FL 33912","REPLACING 17 IMPACT & 1 NON-IMPACT WINDOW SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"DSH2023-00539","5351 ANN ARBOR DR, BOKEELIA FL 33922","NEW DOCK W/ FUTURE LIFT PILINGS","Closed-CC Issued","0","ePlan",
"ROF2023-21940","1005 ANZA AVE, LEHIGH ACRES FL 33971","Reroof shingle","Closed-CC Issued","0","Paper Submittal",
"RES2023-12326","5625 BRIARCLIFF RD, FORT MYERS FL 33912","Replacement composite roof lanai","Closed-CC Issued","0","ePlan",
"ROF2023-21939","2602 45TH ST W, LEHIGH ACRES FL 33971","Roof Replacement Hurricane Ian","Closed-CC Issued","0","Paper Submittal",
"ROF2023-21938","2701 10TH ST W, LEHIGH ACRES FL 33971","TEAR OFF/REPLACE SINGLE ROOF","Closed-CC Issued","0","Paper Submittal",
"ROF2023-21937","17384 BRADDOCK RD, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (33.2sq)","Closed-CC Issued","0","ePlan",
"RES2023-12325","3 HORIZON BLVD, NORTH FORT MYERS FL 33903","replace carport","Closed-CC Issued","0","Paper Submittal",
"RES2023-12324","8642 BEACON ST, FORT MYERS FL 33907","Replacement Pool Enclosure","Closed-CC Issued","0","Paper Submittal",
"OPN2023-04555","380 GULF BLVD, 2, BOCA GRANDE FL 33921","Replace 3 windows Size for Size","Closed-CC Issued","0","ePlan",
"MEC2023-06713","613 PINE GROVE CT, NORTH FORT MYERS FL 33917","INSTALL 3.5 TON 10 KW 14 SEER PKG REPLACEMENT","Closed-CC Issued","0","ePlan",
"MEC2023-06712","1627 BEACHWOOD DR, NORTH FORT MYERS FL 33903","A/C CHANGE OUT - RESIDENTIAL","Closed-CC Issued","0","ePlan",
"MEC2023-06711","6308 SUGAR BUSH LN, B, FORT MYERS FL 33908","condo 21B","Closed-CC Issued","0","ePlan",
"MEC2023-06710","3132 BOUNTY LN, SAINT JAMES CITY FL 33956","AC CHANGE OUT - PROVIDE & INSTALL A NEW 2.5 TON, 13.4 SEER2 TRANE PACKAGE UNIT  - EQUIP IS LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"RES2023-12323","1244 CHRISHOLM ST E, LEHIGH ACRES FL 33974","12 x 16 shed","Closed-Withdrawn","0","ePlan",
"MEC2023-06709","263 TEMPLE DR, NORTH FORT MYERS FL 33917","AC CHANGE OUT 2 TON 15.2 SEER 5 KW RUUD SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"RES2023-12322","1250 KASAMADA DR, FORT MYERS FL 33919","Replacement enclosure on existing slab; same size by size","Permit Expired","0","ePlan",
"RES2022-13953-R01","12491 KELLY SANDS WAY, FORT MYERS FL 33908","*R01 - Need to add the replacement of 7 windows size for size with impact. Floor plan, Engineering and product approvals/NOA's are attached*","Closed-Revision Approved","3","Paper Submittal",
"MEC2023-06708","17456 WOODLAND TRACE DR, C, FORT MYERS FL 33908","condo 10C","Waiting on Applicant","0","ePlan",
"RES2023-12321","3110 19TH ST SW, LEHIGH ACRES FL 33976","Construction of a new SFR *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","3","ePlan",
"ROF2023-21936","1420 ARCHER ST, LEHIGH ACRES FL 33936","Reroof","Closed-CC Issued","0","ePlan",
"DSH2023-00538","4850 SHERRY LN, FORT MYERS FL 33908","Dock with 2 boat lifts","Closed-CC Issued","0","ePlan",
"RES2023-12320","4218 3RD ST W, LEHIGH ACRES FL 33971","New single family residence. CBS construction","Closed-CO Issued","1","ePlan",
"RES2023-12319","19001 EVERGREEN RD, FORT MYERS FL 33967","Interior Remodel","Closed-CC Issued","1","ePlan",
"MEC2023-06707","7402 LAKE BREEZE DR, 109, FORT MYERS FL 33907","AC CHANGE OUT LIKE FOR LIKE 2 TON UNIT","Closed-CC Issued","0","ePlan",
"ROF2023-21935","9380 PASEO DE VALENCIA ST, FORT MYERS FL 33908","Re-Roofing Hurricane Ian Damage","Closed-CC Issued","0","ePlan",
"RES2023-12318","218 EAGLESMERE DR, LEHIGH ACRES FL 33936","Demo of lanai & building new lanai on same footprint","Closed-Withdrawn","0","ePlan",
"SOL2023-00594-R01","1210 12TH ST W, BOCA GRANDE FL 33921","Doing a permit revision because the home owner wanted the array moved.","Closed-Revision Approved","1","ePlan",
"ROF2023-21934","6430 CASTLEWOOD CIR, FORT MYERS FL 33905","Remove and replace existing roof.","Closed-CC Issued","0","ePlan",
"ELE2023-03973","11369 LINDA LOMA DR, FORT MYERS FL 33908","Change of double meter","Closed-CC Issued","0","ePlan",
"PLU2023-00710","4840 GOLF CLUB CT, NORTH FORT MYERS FL 33903","REPLACE 1 1/2"" BACKFLOW","Closed-CC Issued","0","ePlan",
"ROF2023-21933","13091 REGENT CIR, FORT MYERS FL 33966","Shingle reroof + replace 2 skylights","Closed-CC Issued","0","ePlan",
"ROF2023-21932","18548 EASTSHORE DR, FORT MYERS FL 33967","Install a new Shingle Roof.","Closed-CC Issued","0","ePlan",
"OPN2023-04554","2318 IRVING AVE, ALVA FL 33920","replace select windows and doors with impact products","Closed-CC Issued","0","ePlan",
"DAS2023-00005","4129 AGUALINDA BLVD, CAPE CORAL FL 33914","Requesting retransmission authorization to transmit over the County's licensed frequencies. Project is permitted through the City of Cape Coral. Installation and optimization of an 800MHz public safety in-building signal enhancement system.","Closed-Completed","0","ePlan",
"MEC2023-06706","729 FARGO DR, FORT MYERS FL 33913","ac change out","Closed-CC Issued","0","Paper Submittal",
"FNC2023-02653","217 VICTORIA AVE S, LEHIGH ACRES FL 33974","6 foot chain-link and 4 foot chain-link fence with gates","Permit Expired","0","Paper Submittal",
"ELE2023-03972","13401 FOX CHAPEL CT, FORT MYERS FL 33919","Replace 125 main lug panel","Closed-CC Issued","0","ePlan",
"OPN2023-04553","12632 IVORY STONE LOOP, FORT MYERS FL 33913","WINDOWS SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"RES2023-12317","601 E 11TH ST, LEHIGH ACRES FL 33972","Exterior Service door in existing garage.","Ready-Documents Required","0","Paper Submittal",
"MEC2023-06705","7402 LAKE BREEZE DR, 105, FORT MYERS FL 33907","AC CHANGE OUT LIKE FOR LIKE 2 TON UNIT","Closed-CC Issued","0","ePlan",
"RES2023-12316","17841 EGLANTINE LN, FORT MYERS BEACH FL 33931","Acrylic window screen room **R01 removed garage from scope**","Closed-Withdrawn","1","ePlan",
"ROF2023-21931","14842 CRESCENT COVE DR, FORT MYERS FL 33908","tear off existing tile - install new concrete tile *R01 - Change underlayment to NOA#23-0329.07*","Permit Expired","1","ePlan",
"MEC2023-06704","7002 SCARBORO DR, FORT MYERS FL 33919","Replace 4T Split AC System, like for like","Closed-CC Issued","0","ePlan",
"RES2023-12315","229 TUSCARORA TRL, FORT MYERS BEACH FL 33931","Interior Remodel","Closed-CC Issued","0","ePlan",
"SOL2022-02206-R03","17492 BLUE SAPPHIRE DR, FORT MYERS FL 33913","Revised per inspector's comments","Closed-Revision Approved","5","ePlan",
"MEC2023-06703","9930 ESTERO OAKS, FORT MYERS FL 33967","1.5 Ton A/C Changeout - 14seer 2.5kw heat","Closed-CC Issued","0","ePlan",
"OPN2023-04552","9120 BUTTERCUP CT, FORT MYERS FL 33919","INSTALLING IMPACT WINDOWS AND SLIDING GLASS DOORS.","Closed-CC Issued","0","ePlan",
"MEC2023-06702","6971 PICKADILLY CT, FORT MYERS FL 33919","AC CHANGEOUT SPLIT SYSTEM LIKE FOR LIKE 10KW 3.5 TON 16 SEER","Permit Expired","0","ePlan",
"ROF2023-21930","3406 29TH ST W, LEHIGH ACRES FL 33971","Roof Replacement Hurricane Ian","Closed-CC Issued","0","Paper Submittal",
"OPN2023-04551","1048 EL RIO AVE, FORT MYERS FL 33919","REPLACE 9 WINDOWS AND 2 DOORS SIZE/SIZE W/ IMPACT","Closed-CC Issued","0","ePlan",
"PLU2023-00709","1235 WESTFIELD DR, FORT MYERS FL 33919","REPLACE EXISTING INTERIOR PRESSURE WATERLINES WITH PEX AND CVPC","Closed-CC Issued","0","ePlan",
"FNC2023-02652","16121 PREMIER PARK DR, FORT MYERS FL 33913","INSTALLING 1641'LF OF 7'H BLK CH-LINK FNC + 1495'LF OF 7'H ALUM 4-RAIL FNC + (1) 7'Hx30'W ALUM CANTILEVER 4-RAIL GATE + (1) 7'Hx26'W ALUM CANTILEVER 4-RAIL GATE + (1) 7'Hx24'W ALUM CANTILEVER 4-RAIL GATE + (1) 7'Hx18'W ALUM CANTILEVER 4-RAIL GATE + (1) 7'Hx4'W SINGLE ALUM GATE. **ELECTRICAL TO BE DONE BY OTHERS & EVAC TO BE INCLUDED AS WELL**","Closed-CC Issued","0","ePlan",
"OPN2023-04550","3021 SHELTERED OAK PL, NORTH FORT MYERS FL 33903","INSTALL 2 ELECTRIC ROLLING HURRICANE SCREENS","Closed-CC Issued","0","ePlan",
"FNC2023-02651","2713 22ND ST SW, LEHIGH ACRES FL 33976","6' solid metal with gates","Closed-CC Issued","0","Paper Submittal",
"FNC2023-02650","5529 BERRYMAN ST, LEHIGH ACRES FL 33971","6 foot metal privacy fence with gates","Closed-CC Issued","0","Paper Submittal",
"MEC2023-06701","7402 LAKE BREEZE DR, 104, FORT MYERS FL 33907","AC CHANGE OUT LIKE FOR LIKE 2 TON UNIT","Closed-CC Issued","0","ePlan",
"FNC2023-02649","16121 PREMIER PARK DR, FORT MYERS FL 33913","INSTALLING (5) 6'H DUMPSTER ALUM GATES.","Closed-CC Issued","0","ePlan",
"ROF2023-21929","3117 10TH ST SW, LEHIGH ACRES FL 33976","Roof Replacement","Permit Expired","0","Paper Submittal",
"OPN2023-04549","16280 PORTO BELLO ST, BOKEELIA FL 33922","REPLACING 2 DOORS & 2 WINDOWS W/IMPACT SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"RES2022-04550-R02","5116 30TH ST SW, LEHIGH ACRES FL 33973","R01 - Change foundation from Mono to Stem Wall","Closed-Revision Approved","3","ePlan",
"FNC2020-01606-R01","4900 BYWOOD ST, LEHIGH ACRES FL 33971","Changing lay-out and adding 4 foot chain-link fence","Closed-Revision Approved","1","ePlan",
"MEC2023-06700","7402 LAKE BREEZE DR, 103, FORT MYERS FL 33907","AC CHANGE OUT LIKE FOR LIKE 2 TON UNIT","Closed-CC Issued","0","ePlan",
"RES2023-12314","1740 PALO DURO BLVD, NORTH FORT MYERS FL 33917","Replace pool enclosure damaged by Hurricane Ian. Same footprint","Closed-CC Issued","0","ePlan",
"FNC2023-02648","721 DUDLEY AVE S, LEHIGH ACRES FL 33974","6' solid metal with gates; 6' chain link with no gates","Permit Expired","0","Paper Submittal",
"POL2023-01000","20155 NAPA LOOP, ESTERO FL 33928","New construction pool spa, paver deck.","Closed-CC Issued","0","ePlan",
"RES2021-05003-R01","329 HARBOR DR, BOCA GRANDE FL 33921","*R01 - Revise permit to allow A/C platform and generator platform to be installed at current allowable flood requirement for this parcel. ZONE AE-EL 7+1","Waiting on Applicant","3","ePlan",
"MEC2023-06699","14981 CAPTIVA DR, CAPTIVA FL 33924","Captiva Island Fire Department like for like a/c change out * Revision to change from 10 kw to 5 kw.*","Closed-CC Issued","1","ePlan",
"RES2021-02118-R02","325 HARBOR DR, BOCA GRANDE FL 33921","*R02 - Revise permit to allow A/C platform to be installed at current allowable flood requirement for this parcel. ZONE AE-EL 7 +1","Closed-Revision Approved","5","ePlan",
"RES2023-12313","3008 2ND ST W, LEHIGH ACRES FL 33971","New single family residence. CBS construction","Closed-Withdrawn","1","ePlan",
"PLU2023-00708","18561 CROSSWIND AVE, NORTH FORT MYERS FL 33917","REPLACING TUB WITH A CUSTOM ACRYLIC TUB, WALL SURROUND AND A VALVE.","Closed-CC Issued","0","ePlan",
"RES2023-12312","4 BLACKFOOT TRL, FORT MYERS BEACH FL 33931","Screen room on existing deck","Permit Expired","0","ePlan",
"PLU2023-00707","18532 CROSSWIND AVE, NORTH FORT MYERS FL 33917","REPLACING TUB WITH A CUSTOM ACRYLIC SHOWER BASE, WALL SURROUND AND A VALVE.","Closed-CC Issued","0","ePlan",
"OPN2023-04548","9380 SEDGEFIELD RD, NORTH FORT MYERS FL 33917","REPLACE 8 WINDOWS AND 1 DOOR SIZE/SIZE W/ IMPACT","Closed-CC Issued","0","ePlan",
"FIR2023-01968","15183 CAPTIVA DR, CAPTIVA FL 33924","OTC PERMIT REQUEST (20 DEVICES OR LESS)INSTALL/UPGRADE CELLULAR DIALER TO 4G ON THE EXISTING FIRE LITE ES-50X FACP.STARLINK COMMUNICATOR","Closed-CC Issued","1","ePlan",
"OPN2023-04547","2176 MACADAMIA ST, SAINT JAMES CITY FL 33956","Installing 3 Storm Catcher Rolldown Screens MOT FL11291.1","Closed-CC Issued","0","ePlan",
"ROF2023-21928","429 HAMLIN LN, NORTH FORT MYERS FL 33903","REMOVE EXISTING ROOF MATERIAL, REPLACE WITH 26GA PERMA LOCK METAL.","Closed-CC Issued","0","ePlan",
"RESMSTR2023-00097",,"TRAINING","Closed-Voided","0","ePlan",
"RES2023-12311","9120 BUTTERCUP CT, FORT MYERS FL 33919","INSTALLING A NEW POOL CAGE (NO POOL) AND ADDING CONCRETE FOOTERS.","Closed-CO Issued","1","ePlan",
"MEC2023-06698","3790 PONYTAIL PALM CT, NORTH FORT MYERS FL 33917","Replacement of exiting AC unit, like for like","Closed-CC Issued","0","ePlan",
"MEC2023-06697","7402 LAKE BREEZE DR, 102, FORT MYERS FL 33907","AC CHANGE OUT LIKE FOR LIKE 2 TON UNIT","Closed-CC Issued","0","ePlan",
"MEC2023-06696","11570 CARAVEL CIR, 2030, FORT MYERS FL 33908","Replace 2T Split AC System, like for like","Closed-CC Issued","0","ePlan",
"ROF2023-21927","1107 ENRIQUE ST E, LEHIGH ACRES FL 33974","Re Roof Shingle off Shingle on","Closed-CC Issued","0","ePlan",
"OPN2023-04546","4190 LOOMIS AVE, BOCA GRANDE FL 33921","REPLACE 2 WINDOWS SIZE/SIZE W/ IMPACT","Closed-CC Issued","0","ePlan",
"DSH2023-00537","412 SNOW DR, FORT MYERS FL 33919","dock with one boat lift","Closed-CC Issued","0","ePlan",
"MEC2020-08779-R02","9180 SOUTHMONT CV, 302, FORT MYERS FL 33908","Cancel unit #2 added on Revision 1 - This was submitted in error - Only 1 unit installed 2.5 TON, 16 SEER, and 5KW","Closed-Revision Approved","2","ePlan",
"MRV2023-00285-RPI01","11220 BAYSIDE LN, FORT MYERS BEACH FL 33931","New foundation","Closed-Revision Approved","4","ePlan",
"ELE2023-03971","152 ELEPHANT WAY, NORTH FORT MYERS FL 33903","Replace 100amp disconnect like for like at 152 Elephant Wy","Closed-CC Issued","0","ePlan",
"RES2023-12310","1663 WINSTON RD, NORTH FORT MYERS FL 33917","remodel","Closed-Withdrawn","1","Paper Submittal",
"OPN2023-04545","3349 GOLDA CIR, NORTH FORT MYERS FL 33917","Remove & Replace Size for Size 12 Windows with Non-Impact Product","Closed-CC Issued","0","ePlan",
"SGN2023-00444-R01","14761 HOPE CENTER LOOP, FORT MYERS FL 33912","update plans  to show updated race-way connect wall sign","Closed-Revision Approved","1","ePlan",
"PLU2023-00706","4468 GLENWOOD AVE, FORT MYERS FL 33905","Connect to sewer we ordered to split the water meters and for them to install we have to connect to sewer","Permit Expired","0","ePlan",
"SGN2023-00443-R01","14761 HOPE CENTER LOOP, FORT MYERS FL 33912","updated drawings to show race-way connect wall sign","Closed-Revision Approved","1","ePlan",
"RES2023-12309","2349 IVY AVE, FORT MYERS FL 33907","FAMILY ROOF ALTERATION","Permit Expired","1","ePlan",
"COM2023-02460","5170 TICE ST, FORT MYERS FL 33905","Hurricane Damage - Detar Carport Replacement36'x35'x20'","Closed-CC Issued","5","ePlan",
"MEC2023-06695","8300 WHISKEY PRESERVE CIR, 139, FORT MYERS FL 33919","AC CHANGEOUT 2.5 TON SPLIT SYSTEM LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"MEC2023-06694","14950 VISTA VIEW WAY, 502, FORT MYERS FL 33919","HVAC REPLACEMENT - TRANE 3TON 14.3 SEER2 SPLIT SYSTEM. LIKE FOR LIKE. MODEL A4AH4E36A1C30AA / A4AC4036D1000AA.","Closed-CC Issued","0","ePlan",
"MEC2023-06693","8351 LANGSHIRE WAY, FORT MYERS FL 33912","AC CHANGE OUT LIKE FOR LIKE","Permit Expired","0","ePlan",
"MEC2023-06692","5971 SONNET CT, NORTH FORT MYERS FL 33903","3 ton 15.2 seer 10 kw Trane split system","Closed-CC Issued","0","ePlan",
"SOL2023-01215","8306 PENNY DR, NORTH FORT MYERS FL 33917","Installation of 23 PV roof-mounted solar panels-Breaker in MSP, No Electrical Modifications","Closed-CC Issued","0","ePlan",
"OPN2023-04544","8961 SOMERSET BLVD, FORT MYERS FL 33919","REPLACE 1 DOOR SIZE/SIZE W/ IMPACT","Permit Expired","0","ePlan",
"OPN2023-04543","20241 CORKSCREW SHORES BLVD, ESTERO FL 33928","Install two (2) accordion style shutters, no electric","Closed-CC Issued","0","ePlan",
"COM2023-02459","5170 TICE ST, FORT MYERS FL 33905","Hurricane Damage - Detar Carport Replacement40'x40'x10'","Closed-CO Issued","5","ePlan",
"MEC2023-06691","13745 DOWNING LN, 4, FORT MYERS FL 33919","like for like replacement 2 ton 14 seer split system","Closed-CC Issued","0","ePlan",
"OPN2023-04542","11564 LAIKA LN, CAPTIVA FL 33924","Replacement size for size of windows with impact","Waiting on Applicant","0","ePlan",
"RES2023-12308","1403 CLAYTON AVE, LEHIGH ACRES FL 33972","new single family residenceImpact windows protection","Closed-CO Issued","19","ePlan",
"ROF2023-21926","976 SAN CARLOS CT, FORT MYERS BEACH FL 33931","Pettit Properties, LLCTear of shingles replace with shinlges","Closed-CC Issued","0","ePlan",
"ROF2023-21925","233 WATERWAYS AVE, BOCA GRANDE FL 33921","Tear of existing roof. Install Mullets Aluminum Snaplock roofing system. Using FT Synthetics Platnum underlayment.","Closed-CC Issued","0","ePlan",
"ROF2023-21792-R01","2711 DARLENE PL, LEHIGH ACRES FL 33971","adding flat roof 20-0131.01","Waiting on Applicant","1","ePlan",
"FNC2023-02315-RPI01","13623 BLUE BAY CIR, FORT MYERS FL 33913","4' aluminum picket with gates.","Closed-Revision Approved","1","Paper Submittal",
"OPN2023-04541","14837 CAPTIVA DR, CAPTIVA FL 33924","Replacement size for size with impact ***R01-change to product approval numbers***","Closed-CC Issued","1","ePlan",
"COM2023-00474-R01","9701 ORANGE RIVER BLVD, FORT MYERS FL 33905","replacing faux brick panels with hardy board panels","Closed-Revision Approved","3","ePlan",
"MEC2023-06690","13337 THIRD ST, FORT MYERS FL 33905","A/C CHANGE OUT - RESIDENTIAL","Permit Expired","0","ePlan",
"SOL2023-01004-R01","1457 MANDEL RD, FORT MYERS FL 33919","Changed the optimizer type from S500 to S400 on pages S-1, E-1, and S-1_A","Closed-Revision Approved","1","ePlan",
"FIR2023-01054-R01","16351 LEE RD, FORT MYERS FL 33912","revised pans to fire line","Closed-Voided","2","ePlan",
"RES2023-03224-R01","3505 3RD ST SW, LEHIGH ACRES FL 33976","Change from non impact windows and doors to impact window and doors- no shutters","Closed-Revision Approved","3","ePlan",
"SGN2023-00446-R01","14761 HOPE CENTER LOOP, FORT MYERS FL 33912","updated drawing","Closed-Revision Approved","1","ePlan",
"FNC2023-02316-R01","5257 WESTERN DR, SAINT JAMES CITY FL 33956","add 200' of 6' high chainlink fence with four gates","Closed-Revision Approved","2","ePlan",
"COM2022-00668-D01","7301 LAKE BANK LOOP, FORT MYERS FL 33966","railings","Closed-Revision Approved","12","ePlan",
"DSH2023-00203-R01","2971 BOUNTY LN, SAINT JAMES CITY FL 33956","Revision - Correcting square footage - correct number is 197 sqft","Closed-Revision Approved","1","ePlan",
"COM2022-00468-R01","13681 DOCTORS WAY, FORT MYERS FL 33912","equipment changes/update","Closed-Revision Approved","3","ePlan",
"COM2022-01110-R01","10200 CYPRESS COVE DR, FORT MYERS FL 33908","Truss Drawings","Closed-Revision Approved","8","ePlan",
"FNC2023-00060-R01","370 GILCHRIST AVE, BOCA GRANDE FL 33921","revised down to 20' of privacy wall","Closed-Revision Approved","1","ePlan",
"OPN2023-04540","19400 MOCCASIN LN, NORTH FORT MYERS FL 33903","installing 3 accordions","Closed-CC Issued","0","ePlan",
"RES2023-00957-R02","1050 ALBERT AVE, LEHIGH ACRES FL 33971","change in house dept","Closed-Voided","5","ePlan",
"RES2023-01448-R01","3407 28TH ST W, LEHIGH ACRES FL 33971",,"Waiting on Applicant","3","ePlan",
"COM2023-00652-R01","12210 ITEC HAUL RD, BLDG 100, FORT MYERS FL 33913","R-01 Added new quad outlet in FACP room; added circuit to house panel for quad; add 1"" PVC conduit from service to FACP room.Revised underground plumbing to coordinate with civil plans. Relocated bathrooms in units 103 &104.","Closed-Revision Approved","8","ePlan",
"MRV2023-00190-R01","14729 CONSTITUTION WAY, NORTH FORT MYERS FL 33917","new stairs paperwork","Closed-Revision Approved","3","ePlan",
"FIR2023-01057-R01","16511 OLD AIRPORT HAUL RD, FORT MYERS FL 33913","Fire hydrant assembly that is being added has changed tapping locations due to conflict of location with this it is now part of the fire permit.","Closed-Revision Approved","1","ePlan",
"COM2023-02458","18056 SAN CARLOS BLVD, 169, FORT MYERS BEACH FL 33931","Re  install Owners CabinetsRe Install Doors and TrimSkim coat drywall and paintRe install Fixtures and face plates","Closed-Voided","0","ePlan",
"ELE2023-03970","179 LOUISE ST, FORT MYERS FL 33905","Replace weatherhead and riser","Closed-CC Issued","0","ePlan",
