"Record Number","Address","Description","Status","Related Records","Submittal Type",
"ROF2022-08648","6524 ABBOTT ST, FORT MYERS FL 33966","RE-ROOF HURRICANE DAMAGE","Closed-CC Issued","0","ePlan",
"ROF2022-08647","3019 6TH ST W, LEHIGH ACRES FL 33971","Re-Roof Shingle Hurricane Ian Damage","Closed-CC Issued","0","ePlan",
"ROF2022-08646","4560 VILLA CAPRI LN, BONITA SPRINGS FL 34134","TEAR OFF/REPLACE SHINGLE AND FLAT ROOF ON HOME","Permit Expired","0","Paper Submittal",
"ROF2022-08645","17590 FAN PALM CT, NORTH FORT MYERS FL 33917","shingle reroof","Closed-CC Issued","0","ePlan",
"ROF2022-08644","7490 MELLON RD, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (25.5sq)+Flat Roof (4.6sq)","Closed-CC Issued","0","ePlan",
"ROF2022-08643","15031 BALMORAL LOOP, FORT MYERS FL 33919","Remove existing roof covering to bare decking, haul away and dispose debris.Install one layer underlayment, Install shingles.","Closed-CC Issued","0","ePlan",
"MEC2022-07631","745 MAY AVE, NORTH FORT MYERS FL 33903","Replace existing system with a Lennox 16 seer 2 ton","Closed-CC Issued","0","ePlan",
"RES2022-10394","17000 FEATHERBED CIR, FORT MYERS FL 33913","New Single Family Home*Inspections Done By Private Provider – ECS Florida, LLC*","Closed-CO Issued","122","ePlan",
"ELE2022-03810","4673 PINE ISLAND RD NW, MATLACHA FL 33993","Installation of new meter main, new riser, weather head, service entrance cables, new 200amp meter with outdoor main breaker panel to serve shop. Install new grounding.","Closed-CC Issued","0","ePlan",
"RES2022-10393","3070 SAGITTARIA LN, ALVA FL 33920","INSTALL SCREEN ENCLOSURE ON EXISTING DECK. NO POOL","Closed-CO Issued","0","ePlan",
"COM2022-01593","500 PALM AVE, BOCA GRANDE FL 33921","Remove and replace damaged drywall.*Inspections done by Private Provider – All Aspects Inspection Services, LLC*","Closed-CC Issued","0","ePlan",
"ROF2022-08642","8900 FALCON POINTE LOOP, FORT MYERS FL 33912","Reroof Shingle Off/Shingle On (35.9sq)","Closed-CC Issued","0","ePlan",
"ROF2022-08641","820 CHAPEL AVE, LEHIGH ACRES FL 33971","Shingle Re-Roof","Closed-CC Issued","0","ePlan",
"ROF2022-08640","7013 GRANADA LAKES DR, FORT MYERS FL 33967","Shingle Re-Roof","Closed-CC Issued","0","ePlan",
"MEC2022-07630","7401 SEAN LN, NORTH FORT MYERS FL 33917","Replacement of 1 A/C system","Closed-CC Issued","0","ePlan",
"MEC2022-07629","8872 BRISTOL BEND, FORT MYERS FL 33908","LIKE FOR LIKE AC CHANGE-OUT/REPLACEMENT","Closed-CC Issued","0","ePlan",
"RES2022-10392","6103 W RIVERSIDE DR, FORT MYERS FL 33919","INTERIOR REMODEL- HURRICAN IAN.","Waiting on Applicant","0","ePlan",
"MEC2022-07628","15958 BLUE SKIES DR, NORTH FORT MYERS FL 33917","INSTALL 2.5 TON 10 KW 14 SEER PKG REPLACEMENT","Closed-CC Issued","0","ePlan",
"ROF2022-08639","382 NICKLAUS BLVD, NORTH FORT MYERS FL 33903","Shingle Reroof","Closed-CC Issued","0","ePlan",
"ROF2022-08638","13158 REGENT CIR, FORT MYERS FL 33966","Re-Roof Shingle Hurricane Ian Damage, adding flat roof","Closed-CC Issued","1","ePlan",
"ROF2022-08637","700 THOMAS SHERWIN AVE S, LEHIGH ACRES FL 33974","Rerooof Shingles","Closed-CC Issued","0","ePlan",
"ELE2022-03809","505 PONDELLA RD, NORTH FORT MYERS FL 33903","507 Pondella Rd -  Unit 1 Replace Main Disconnect and inspect electrical wiring inside due to Hurricane Ian damage.","Closed-CC Issued","0","ePlan",
"ROF2022-08636","17389 LEBANON RD, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (28.6sq)","Closed-CC Issued","0","ePlan",
"ROF2022-08635","8141 LIRIOPE LOOP, LEHIGH ACRES FL 33972","Reroof Shingles","Closed-CC Issued","0","ePlan",
"RES2022-10391","18164 CUTLASS DR, FORT MYERS BEACH FL 33931","Drywall, electric, cabinets, utility, windows, insulation due to hurricane damage Hvac,","Permit Expired","1","Paper Submittal",
"COM2022-01592","15961 WINKLER RD, FORT MYERS FL 33908","Hurricane Ian Like for Like Repairs Mics roofing, gutters, downspouts, and soffit repair","Closed-CC Issued","0","ePlan",
"ELE2022-03808","12837 KEDLESTON CIR, FORT MYERS FL 33912","Install inlet for portable generator","Closed-CC Issued","0","ePlan",
"TMP2022-00292","4962 GULFGATE LN, SAINT JAMES CITY FL 33956","Temporary Permit for RV with Electric60 amp.","Permit Issued","0","Paper Submittal",
"ROF2022-08634","1659 N MAYFAIR RD, FORT MYERS FL 33919","METAL REROOF and Flat roof (FL# 16717)","Closed-CC Issued","1","ePlan",
"ROF2022-08633","2601 34TH ST SW, LEHIGH ACRES FL 33976","Shingle Re-Roof","Closed-CC Issued","0","ePlan",
"ROF2022-08632","17571 COCONUT PALM CT, NORTH FORT MYERS FL 33917","shingle reroof","Closed-CC Issued","0","ePlan",
"ROF2022-08631","2609 7TH ST SW, LEHIGH ACRES FL 33976","Remove existing roof covering to bare decking Install one layer underlayment, Install shingles.","Closed-CC Issued","0","ePlan",
"MEC2022-07627","11540 CARAVEL CIR, 3016, FORT MYERS FL 33908","CONDENSER UNIT REPLACEMENT LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ELE2022-03807","7194 VASSAR DR, FORT MYERS FL 33908","HURRICANE IAN DAMAGE: Replace riser like for like","Closed-CC Issued","0","ePlan",
"RES2022-10390","9146 LEATHERWOOD LOOP, LEHIGH ACRES FL 33936","CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","Closed-CO Issued","318","ePlan",
"RES2022-10389","6103 W RIVERSIDE DR, FORT MYERS FL 33919","Rework flood damage including new windows, sheetrock, electrical, plumbing and mechanical.","Closed-Voided","0","ePlan",
"RES2022-10388","3026 YORK RD, SAINT JAMES CITY FL 33956","DRYWALL, INSULATION, INTERIOR DOORS, CABINETS, ELECTRIC, PLUMBING, HVAC, EXTERIOR DOORS (FL#21138.5-R6), WINDOWS S/S (FL#239.4-R28)","Closed-CC Issued","0","ePlan",
"ROF2022-08630","18194 ADAMS CIR, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (29.3sq)","Closed-CC Issued","0","ePlan",
"RES2022-10387","9144 LEATHERWOOD LOOP, LEHIGH ACRES FL 33936","CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","Closed-CO Issued","118","ePlan",
"ELE2022-03806","1817 PACIFIC AVE, NORTH FORT MYERS FL 33903","Replace power pole, meter can, service mast and update main grounding system","Closed-CC Issued","0","ePlan",
"TMP2022-00291","4991 GULFGATE LN, SAINT JAMES CITY FL 33956","RV - temporary housing for Ian","Waiting on Applicant","0","Paper Submittal",
"ELE2022-03805","7892 MARX DR, NORTH FORT MYERS FL 33917","EMERGENCY PERMIT - REPLACING POLE DUE TO HURRICANE, UPDATE GROUNDING AND BONDING","Closed-CC Issued","0","ePlan",
"OPN2022-03687","22 LORELEI AVE, LEHIGH ACRES FL 33936","replace 4 windows with like size","Closed-CC Issued","0","ePlan",
"ROF2022-08629","16195 BATON ROUGE CT, FORT MYERS FL 33908","Residential re-roof","Permit Expired","0","ePlan",
"ROF2022-08628","9762 COUNTRY OAKS DR, FORT MYERS FL 33967","REMOVE EXISTING ROOF AND REPLACE WITH NEW","Closed-CC Issued","0","ePlan",
"MEC2022-07626","15525 KAPOK CT, FORT MYERS FL 33908","Replace 2.5 Tons Split System","Closed-CC Issued","0","ePlan",
"FNC2022-02955","6469 ESTERO BAY DR, FORT MYERS FL 33908","INSTALL 161LF OF 4' HIGH ALUMINUM OPEN PICKET FENCE WITH 1 GATE","Closed-CC Issued","0","ePlan",
"ROF2022-08627","13090 BROOKSHIRE LAKE BLVD, FORT MYERS FL 33966","Full Roof Replacement","Closed-CC Issued","0","ePlan",
"RES2022-10386","9142 LEATHERWOOD LOOP, LEHIGH ACRES FL 33936","CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","Closed-CO Issued","318","ePlan",
"MEC2022-07625","12390 MCGREGOR PALMS DR, FORT MYERS FL 33908","Replace 4T Split AC System, like for like","Closed-CC Issued","0","ePlan",
"RES2022-10385","17901 EGLANTINE LN, FORT MYERS BEACH FL 33931","remove existing drywall 3' from bottom and replace.  replace existing electrical outlets and base cabinets and install new. Reroof","Closed-CC Issued","1","ePlan",
"RES2022-10384","12569 PALMETTO DR, FORT MYERS FL 33908","drywall , insulation , mini split , cabinets , electrical outlets , sub floor ,","Closed-Voided","0","ePlan",
"DEM2022-00449","17681 BRYAN CT, FORT MYERS BEACH FL 33931","Demolish and haul away Hurricane Ian damaged mobile home","Closed-CC Issued","0","ePlan",
"ELE2022-03804","708 FISHERMAN'S WHARF, FORT MYERS BEACH FL 33931","replace all devices and wiring below flooded areas","Closed-Voided","0","ePlan",
"COM2022-01591","13671 OLYMPIC  CT, FORT MYERS FL 33912","Construct a connected dumpster enclosure to the approved freestanding restaurant.* Plan Review & Inspections Done By Private Provider – Universal Engineering*","Permit Expired","9","ePlan",
"ROF2022-08626","8877 FAWN RIDGE DR, FORT MYERS FL 33912","RE-ROOF 6/12 PITCH*Inspections Done By Private Provider – Beryl Project Engineering*","Closed-CC Issued","0","ePlan",
"MEC2022-07624","6351 BAYSHORE RD, NORTH FORT MYERS FL 33917","Package Unit Replacement","Closed-CC Issued","0","ePlan",
"ROF2022-08625","3546 SABAL SPRINGS BLVD, NORTH FORT MYERS FL 33917","Remove, Replace, Reroof","Closed-Withdrawn","0","ePlan",
"RES2022-10383","1720 CLUB HOUSE RD, NORTH FORT MYERS FL 33917","DRYWALL, INSULATION, CABINETS, INTERIOR DOORS, ELECTRIC","Closed-CC Issued","0","Paper Submittal",
"ROF2022-08624","8112 ALBATROSS RD, FORT MYERS FL 33967","SHINGLE RE ROOF","Closed-CC Issued","0","ePlan",
"RES2022-10382","20162 NAPA LOOP, ESTERO FL 33928","New Single-Family Residence","Closed-CO Issued","586","ePlan",
"ROF2022-08623","13732 FERN TRAIL DR, NORTH FORT MYERS FL 33903","Shingle to shingle re-roof","Closed-CC Issued","0","ePlan",
"FNC2022-02954","2600 7TH ST W, LEHIGH ACRES FL 33971","INSTALL 135LF OF 4' HIGH CHAINLINK FENCE WITH 1 GATE","Closed-CC Issued","0","ePlan",
"RES2022-10381","20150 MILLRUN DR, ESTERO FL 33928","New Single-Family Residence","Closed-CO Issued","584","ePlan",
"RES2022-10380","9128 LEATHERWOOD LOOP, LEHIGH ACRES FL 33936","CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","Closed-CO Issued","318","ePlan",
"ROF2022-08622","880 MOONLIGHT DR, NORTH FORT MYERS FL 33917","Reroof with Versico TPO membrane/FL16443-R23/8 SQUARES","Closed-CC Issued","0","ePlan",
"RES2022-10379","541 BAYSIDE DR, FORT MYERS FL 33919","Drywall, a/c, electrical outlets, insulation, cabinets, doors & hvac due to hurricane damage.","Closed-CC Issued","0","Paper Submittal",
"ROF2022-08621","11125 HARBOUR ESTATES CIR, FORT MYERS FL 33908","Tear off old tile and replace with new tile 6/12 Pitch   61sq","Closed-CC Issued","0","ePlan",
"ROF2022-08620","17 PUNTA COURT, FORT MYERS FL 33908","Reroof with Versico TPO membrane/FL16443-R23/18 SQUARES","Closed-Withdrawn","0","ePlan",
"MEC2022-07623","5436 BRANDY CIR E, FORT MYERS FL 33919","Replacement of 1 A/C system","Closed-CC Issued","0","ePlan",
"MEC2022-07622","913 PLUMOSA AVE, LEHIGH ACRES FL 33972","Exact AC Change Out","Closed-CC Issued","0","ePlan",
"ROF2022-08619","26 VILLA CT, FORT MYERS FL 33908","Reroof with Versico TPO membrane 10 SQUARES","Closed-CC Issued","0","ePlan",
"ROF2022-08618","5483 BEAUJOLAIS LN, FORT MYERS FL 33919","Tear off shingles and reroof with shingles","Closed-CC Issued","0","ePlan",
"MEC2022-07621","8874 BRISTOL BEND, FORT MYERS FL 33908","LIKE FOR LIKE AC CHANGE-OUT/ REPLACEMENT","Closed-CC Issued","0","ePlan",
"ROF2022-08617","2424 JASPER AVE, FORT MYERS FL 33907","Shingle + Flat reroof","Closed-CC Issued","0","ePlan",
"ROF2022-08616","5437 FIRST AVE, FORT MYERS FL 33907","Shingle replacement","Closed-CC Issued","0","ePlan",
"ROF2022-08615","61 OCALA CT, FORT MYERS FL 33908","Reroof with Versico TPO membrane/FL16443-R23/21 SQUARES","Closed-CC Issued","0","ePlan",
"ROF2022-08614","40 SUNSET CIR, NORTH FORT MYERS FL 33903","Re-roof. Remove existing shingle roofing material fromMH and replace any damaged decking. Install new shingle roof.","Closed-CC Issued","0","ePlan",
"ROF2022-08613","493 QUAPAW TRL, FORT MYERS BEACH FL 33931","Hurricane Ian DamageRe-Roof shingles","Closed-CC Issued","0","ePlan",
"ELE2022-03803","15175 STRINGFELLOW RD, BOKEELIA FL 33922","Make hurricane repairs  to electrical service at meter: SB3","Closed-CC Issued","0","ePlan",
"MEC2022-07620","16090 BENTWOOD PALMS DR, FORT MYERS FL 33908","Replace 3.5T Split AC System, like for like","Closed-Voided","0","ePlan",
"SOL2022-02094","23190 LINDA LEE WAY, FORT MYERS FL 33913","INSTALLING GROUND MOUNTED SOLAR PHOTOVOLTAIC SYSTEM","Closed-CC Issued","0","ePlan",
"DEM2022-00448","4991 GULFGATE LN, SAINT JAMES CITY FL 33956","Hurricane Ian Damage - Demo","Closed-CC Issued","0","Paper Submittal",
"RES2022-10378","9137 LEATHERWOOD LOOP, LEHIGH ACRES FL 33936","CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","Closed-CO Issued","118","ePlan",
"ROF2022-08612","2342 YORK RD, SAINT JAMES CITY FL 33956","Tear off approx. 2sq. shinglesapply synthetic felt with cap nails per mfrs. nailing pattern. Apply peel and stick over felt along with drip edge nailed 4"" o.c. then install 10 square  shingles.","Closed-CC Issued","0","ePlan",
"ROF2022-08611","2605 E CYPRESS AVE, FORT MYERS FL 33905","20SQ SHINGLE REROOF","Closed-CC Issued","0","ePlan",
"ROF2022-08610","3510 71ST ST W, LEHIGH ACRES FL 33971","Re-Roof Shingle Hurricane Ian Damage","Closed-CC Issued","0","ePlan",
"ROF2022-08609","1311 MARATHON WAY, PUNTA GORDA FL 33955","Tile Reroof","Closed-CC Issued","0","ePlan",
"RES2022-10377","1632 TREASURE LN, BOCA GRANDE FL 33921","Remove existing roof, replace with 1/4 tapered TPO roofing!","Closed-Voided","0","ePlan",
"ROF2022-08608","4802 LEE BLVD, LEHIGH ACRES FL 33971","Re-Roof","Closed-CC Issued","0","ePlan",
"ROF2022-08607","4001 36TH ST SW, LEHIGH ACRES FL 33976","SHINGLE REROOF","Closed-CC Issued","0","ePlan",
"ROF2022-08606","7321 POMEGRANATE DR, BOKEELIA FL 33922","Tear off and re-roof of metal roof","Closed-CC Issued","0","ePlan",
"ELE2022-03802","14750 BEN C PRATT SIX MILE CYPRESS PKWY, FORT MYERS FL 33912","Low Voltage Installations for Building Permit # COM2022-00766","Closed-CC Issued","2","ePlan",
"ROF2022-08605","14737 KIMBERLY LN, FORT MYERS FL 33908","Replace the house roofing.","Closed-CC Issued","0","ePlan",
"RES2022-10376","17861 STEVENS BLVD, FORT MYERS BEACH FL 33931","Full remodel after flood mitigation.","Closed-Voided","0","ePlan",
"ROF2022-08604","18574 WISTERIA RD, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (32.3sq)","Closed-CC Issued","0","ePlan",
"RES2022-10375","9139 LEATHERWOOD LOOP, LEHIGH ACRES FL 33936","CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","Closed-CO Issued","318","ePlan",
"ROF2022-08603","19760 ADAMS RD, FORT MYERS FL 33908","Take off old shingles and roll roofing renail apply underlayment the shingles and top coat on roll roofing","Closed-Voided","0","Paper Submittal",
"PLU2022-00933","16938 TIMBERLAKES DR, FORT MYERS FL 33908","Replace hot and cold water distribution lines","Waiting on Applicant","0","ePlan",
"ROF2022-08602","2057 MARAVILLA CIR, FORT MYERS FL 33901","Re-Roof Shingle Hurricane Ian DamageFlat included in scope of work","Closed-CC Issued","0","ePlan",
"DEM2022-00447","18250 DURRANCE RD, NORTH FORT MYERS FL 33917","Demo inside the existing process building","Waiting on Applicant","0","ePlan",
"MEC2022-07619","320 GULF BLVD, 5H, BOCA GRANDE FL 33921","Split system replacement","Closed-CC Issued","0","ePlan",
"SOL2022-02093","11662 ROYAL TEE CIR, CAPE CORAL FL 33991","SOLAR POOL HEATER REPLACEMENTROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed-CC Issued","0","ePlan",
"SOL2022-02092","803 SEA URCHIN CIR, FORT MYERS FL 33913","Photovoltaic solar panels roof mounted to home","Closed-CC Issued","0","ePlan",
"RES2022-10374","9141 LEATHERWOOD LOOP, LEHIGH ACRES FL 33936","SINGLE FAMILY RESIDENCE","Closed-CO Issued","118","ePlan",
"FNC2022-02953","8737 CHATHAM ST, FORT MYERS FL 33907","4' high black chain link fence with gates","Closed-CC Issued","0","ePlan",
"ROF2022-08601","14646 CALUSA PALMS DR, FORT MYERS FL 33919","Remove existing roof covering to bare decking, haul away and dispose debris.Install one layer underlayment, Install shingles.","Closed-CC Issued","0","ePlan",
"ROF2022-08600","7334 DRUM DR, SAINT JAMES CITY FL 33956","Shingle Reroof approximately 10 squares","Closed-CC Issued","0","ePlan",
"ROF2022-08599","13471 WILD COTTON CT, NORTH FORT MYERS FL 33903","Shingle Re-Roof","Closed-CC Issued","0","ePlan",
"SOL2022-02091","8908 FAWN RIDGE DR, FORT MYERS FL 33912","Solar Pool Heater Replacement - Roof Only - No Changes Below Roof - Existing Plumbing & Valves","Closed-CC Issued","0","ePlan",
"ROF2022-08598","19880 GATOR CREEK CT, NORTH FORT MYERS FL 33903","Reroof: Shingle to shingle roof replacement","Closed-CC Issued","0","ePlan",
"FIR2022-02365","7232 PELAS CIR, NORTH FORT MYERS FL 33917","install 500 gal ug tank and line to future generator.","Closed-CC Issued","0","ePlan",
"ROF2022-08597","1305 LAKE AVE, LEHIGH ACRES FL 33972","Re-Roof Shingle Hurricane Ian Damage","Closed-CC Issued","0","ePlan",
"SOL2022-02090","12441 KELLY SANDS WAY, FORT MYERS FL 33908","SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES","Closed-Withdrawn","0","ePlan",
"RES2022-10373","11200 CALLAWAY GREENS DR, FORT MYERS FL 33913","Screen pool enclosure on existing concrete deck","Closed-CO Issued","1","ePlan",
"MEC2022-07618","9101 SOUTHMONT CV, 103, FORT MYERS FL 33908","A/C Changeout-Revision to change 8 KW to 10 KW","Closed-CC Issued","1","ePlan",
"ELE2022-03801","17701 STEVENS BLVD, FORT MYERS BEACH FL 33931","Hurricane Ian -Repair Service for RV Hookup per TMP2022-00290","Closed-CC Issued","0","ePlan",
"DEM2022-00446","17880 BRYAN CT, FORT MYERS BEACH FL 33931","Demolish and haul away Hurricane Ian damaged mobile home","Closed-CC Issued","0","ePlan",
"ROF2022-08596","17470 WILLIAMSBURG DR, NORTH FORT MYERS FL 33917","Reroof Shingle to shingle","Closed-CC Issued","0","ePlan",
"ROF2022-08595","1643 WHISKEY CREEK DR, FORT MYERS FL 33919","30SQ SHINGLE REROOF TAMKO (FL18355.1)SELF ADHERING P+S (FL2569.2) 1 1/4eG NAILS (6)","Closed-CC Issued","0","ePlan",
"SOL2022-02089","11526 ROYAL TEE CIR, CAPE CORAL FL 33991","SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES","Closed-CC Issued","0","ePlan",
"ROF2022-08594","9781 OWLCLOVER ST, FORT MYERS FL 33919","Shingle Reroof","Closed-CC Issued","0","ePlan",
"RES2022-10372","9143 LEATHERWOOD LOOP, LEHIGH ACRES FL 33936","CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","Closed-CO Issued","367","ePlan",
"ROF2022-08593","13267 HAMPTON PARK CT, FORT MYERS FL 33913","SHINGLE REROOF","Closed-CC Issued","0","ePlan",
"ROF2022-08592","192 HASTA CT, FORT MYERS FL 33908","tear off shingle roof and re roof with shingle due to hurricane","Closed-CC Issued","0","ePlan",
"RES2022-10371","13051 CINNABAR LN, FORT MYERS FL 33908","DRYWALL, INSULATION, CABINETS, INTERIOR DOORS, ELECTRIC, HVAC, EXTERIOR DOOR (FL#21138.5) ROOF (FL#18355, FL#22259.1)","Permit Expired","1","Paper Submittal",
"SOL2022-02088","70 W MARIANA AVE, NORTH FORT MYERS FL 33903","ROOF MOUNTED SOLAR PV SYSTEM INSTALLATION (14.06 KW)*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2022-10370","17470 WILLIAMSBURG DR, NORTH FORT MYERS FL 33917","Dry In NOA - 22-0124.06Shingle NOA - 18-0123.07","Closed-Voided","0","ePlan",
"OPN2022-03686","19761 HONEY BEAR LN, NORTH FORT MYERS FL 33917","Like size replacement of windows and/or doors","Closed-CC Issued","0","ePlan",
"DEM2022-00445","353 WINNEBAGO TRL, FORT MYERS BEACH FL 33931","TEAR DOWN EXISTING MOBILE HOME, REMOVE AND DISPOSE DEBRIS","Closed-CC Issued","0","ePlan",
"ROF2022-08591","9092 ASTER RD, FORT MYERS FL 33967","Re-Roof Shingle","Closed-CC Issued","0","ePlan",
"RES2022-10369","6048 BIRNAM WOOD LN, FORT MYERS FL 33908","Hurricane Ian Damage - Re-model","Permit Expired","0","Paper Submittal",
"RES2022-10368","3107 BRACCI DR, SAINT JAMES CITY FL 33956","drywall repair, wall painting, ceramic tiles, two bedrooms and showers, interior doors , kitchen cabinets, water heater , possible outlet replacements , ac replacement , possible roof damage","Closed-CC Issued","0","ePlan",
"DEM2022-00444","748 CHIPPEWA TRL, FORT MYERS BEACH FL 33931","TEAR DOWN EXISTING MOBILE HOME, REMOVE AND DISPOSE DEBRIS","Closed-CC Issued","0","ePlan",
"RES2022-10367","534 TROPICO LN, FORT MYERS FL 33908","Remodel due to Hurricane","Permit Expired","0","ePlan",
"DEM2022-00443","17741 BRYAN CT, FORT MYERS BEACH FL 33931","Demolish and haul away Hurricane Ian damaged mobile home","Closed-Withdrawn","0","ePlan",
"ROF2022-08590","15471 CRYSTAL LAKE DR, NORTH FORT MYERS FL 33917","Shingle Reroof","Closed-CC Issued","0","ePlan",
"ROF2022-08589","4603 KAREN AVE N, LEHIGH ACRES FL 33971","Metal over Shingle","Closed-CC Issued","0","ePlan",
"ROF2022-08588","17420 STERLING LAKE DR, FORT MYERS FL 33967","Re-Roof Shingle","Closed-CC Issued","0","ePlan",
"SOL2022-02087","2714 53RD ST SW, LEHIGH ACRES FL 33976","installation of roof mounted solar PV system with wiring","Closed-CC Issued","0","ePlan",
"ROF2022-08587","18435 DEEP PASSAGE LN, FORT MYERS BEACH FL 33931","Tear off shingle roof and reroof with metal roofing *Inspections Done By Private Provider – ECS Florida, LLC*","Closed-CC Issued","0","ePlan",
"ELE2022-03800","16956 MCGREGOR BLVD, 9, FORT MYERS FL 33908","Complete electrical remodeling due to hurricane flooding.","Closed-CC Issued","0","ePlan",
"RES2022-10366","13071 CINNABAR LN, FORT MYERS FL 33908","DRYWALL, INSULATION, CABINETS, INTERIOR DOORS, EXTERIOR DOOR (FL#21138.5), ELECTRIC HVAC","Closed-CC Issued","1","Paper Submittal",
"ROF2022-08586","8200 GOPHER TORTOISE TRL, LEHIGH ACRES FL 33972","Re-Roof Shingle","Closed-CC Issued","0","ePlan",
"MEC2022-07617","1003 IONE DR, FORT MYERS FL 33919","Split System Replacement","Closed-Withdrawn","0","ePlan",
"MEC2022-07616","11701 SPINNAKER WAY, FORT MYERS FL 33908","REPLACING SPLIT AC SYSTEM","Closed-CC Issued","0","ePlan",
"RES2022-10365","3731 BLUEBERRY LN, SAINT JAMES CITY FL 33956","remodel","Waiting on Applicant","0","ePlan",
"ELE2022-03799","18275 CUTLASS DR, FORT MYERS BEACH FL 33931","replace 200amp meter can/riser","Permit Expired","0","ePlan",
"RES2022-10364","1114 OAK AVE, LEHIGH ACRES FL 33972","New single family residence","Closed-CO Issued","1","ePlan",
"ROF2022-08585","1445 S LARKWOOD SQ, FORT MYERS FL 33919","Asphalt/Shingle ReRoof","Closed-CC Issued","0","ePlan",
"ELE2022-03798","6421 PARK RD, FORT MYERS FL 33908","EMERGENCY PERMIT - REPLACING METER MAIN, UPDATE GROUNDING DUE TO HURRICANE","Closed-CC Issued","0","ePlan",
"RES2022-10363","1003 IONE DR, FORT MYERS FL 33919","Hurricane Ian Damage - Re-model","Closed-CC Issued","0","Paper Submittal",
"RES2022-10362","12093 HIDDEN LINKS DR, FORT MYERS FL 33913","Screen pool enclosure on existing concrete deck (pool permit POL2022-00849)","Closed-Withdrawn","0","ePlan",
"ROF2022-08584","17481 STERLING LAKE DR, FORT MYERS FL 33967","Re-Roof Shingle Hurricane Ian Damage","Closed-CC Issued","0","ePlan",
"ROF2022-08583","5402 COUNTRYDALE CT, FORT MYERS FL 33905","16 SQUARE REROOF - INSTALL METAL","Closed-CC Issued","0","ePlan",
"ROF2022-08582","18170 ADAMS CIR, FORT MYERS FL 33967","Shingle Re-Roof","Closed-CC Issued","0","ePlan",
"OPN2022-03685","20770 WHEELOCK DR, NORTH FORT MYERS FL 33917","Replacing 6 windows, size for size","Closed-CC Issued","0","ePlan",
"MEC2022-07615","187 LAS PALMAS BLVD, NORTH FORT MYERS FL 33903","INSTALL 3 TON10 KW 14 SEER PKG REPLACEMENT","Closed-CC Issued","0","ePlan",
"ROF2022-08581","8355 CALOOSA RD, FORT MYERS FL 33967","Re-Roof Shingle Hurricane Ian Damage","Closed-CC Issued","0","ePlan",
"DEM2022-00442","17931 BRYAN CT, FORT MYERS BEACH FL 33931","Demolish and haul away Hurricane Ian damaged mobile home","Closed-CC Issued","0","ePlan",
"COM2022-01590","15961 WINKLER RD, FORT MYERS FL 33908","Hurricane Ian Like for Like Repairs","Closed-Voided","0","ePlan",
"RES2022-10361","1515 CUMBERLAND CT, FORT MYERS FL 33919","Screen pool enclosure replacement on existing concrete deck","Closed-CC Issued","0","ePlan",
"MEC2022-07614","18055 CONSTITUTION CIR, FORT MYERS FL 33967","REPLACING PACKAGE UNIT","Closed-CC Issued","0","ePlan",
"RES2022-10360","99 WINDJAMMER WAY, FORT MYERS FL 33908","Demolition of existing home and replacement with a new manufactured home","Closed-Voided","0","ePlan",
"ROF2022-08580","10836 MEADOWS CT, NORTH FORT MYERS FL 33903","COMPLETE RE-ROOFFLATROOF REPLACEMENTSKYLIGHT REPLACEMENT","Permit Expired","0","ePlan",
"ROF2022-08579","15841 DORTH CIR, FORT MYERS FL 33908","Re-Roof Shingle Hurricane Ian DamageShingle - FL10674-R16Underlayment - FL 34539.1Vent - FL10758-R8","Closed-CC Issued","0","ePlan",
"ELE2022-03797","16500 SLATER RD, 72, NORTH FORT MYERS FL 33917","Remove and Replace service mast with weatherhead and entrance hub. Upgrade grounding system to meet current code.The work is on Lot #72","Closed-CC Issued","0","ePlan",
"DEM2022-00441","4952 GULFGATE LN, SAINT JAMES CITY FL 33956","Demo and remove mobile home","Closed-CC Issued","0","Paper Submittal",
"OPN2022-03684","15905 TROPICAL BREEZE DR, FORT MYERS FL 33908","Installation of electric hurricane fabric roll downs","Closed-CC Issued","0","ePlan",
"RES2022-10359","16452 EDGEMONT DR, FORT MYERS FL 33908","Replace drywall & insulation","Closed-Voided","0","ePlan",
"ELE2022-03796","6861 MISTY LAKE CT, FORT MYERS FL 33908","INSTALLING 2/200 AMP ATS TO A 24KW GENERATOR ON A 42"" PAD","Closed-CC Issued","0","ePlan",
