home,time,repair_state,vacancy_state,sales_state
dqcncfne,4,1,0,1
dqcncfq5,4,1,0,1
dqcncfu4,4,0,1,0
dqcncgpy,4,0,1,0
dqcncgsj,4,0,0,0
dqcncjbv,4,0,1,0
dqcncrp5,4,0,1,0
dqcncsjm,4,0,0,0
dqcncssg,4,1,0,1
dqcncsvg,4,0,1,0
dqcnct4r,4,0,1,0
dqcnct6t,4,0,1,0
dqcnctbb,4,0,0,0
dqcnctex,4,0,1,0
dqcnctq4,4,0,1,0
dqcncu6f,4,1,0,0
dqcncu6h,4,0,1,0
dqcncu74,4,0,1,0
dqcncuc6,4,1,0,1
dqcncucd,4,0,1,0
dqcncueg,4,1,0,1
dqcncum1,4,1,1,0
dqcncv53,4,1,1,1
dqcncv9e,4,0,1,0
dqcncv9s,4,1,0,1
dqcncvhv,4,1,0,1
dqcncvkb,4,0,0,0
dqcncvy0,4,0,0,1
dqcncwc5,4,0,0,0
dqcncx46,4,0,0,0
dqcncx6x,4,1,1,0
dqcncxc2,4,0,0,0
dqcncxsz,4,0,0,0
dqcncxy1,4,0,0,0
dqcnczy0,4,1,0,1
dqcndk23,4,1,0,1
dqcndte4,4,0,1,0
dqcndtxt,4,0,1,0
dqcne0v2,4,0,0,0
dqcne1qu,4,0,0,0
dqcne28u,4,0,1,0
dqcne4gx,4,0,0,0
dqcne4gy,4,1,0,0
dqcne6ct,4,1,0,1
dqcnem9f,4,0,1,0
dqcnenmf,4,0,0,0
dqcnennp,4,0,0,0
dqcnep20,4,0,0,0
dqcner94,4,1,1,0
dqcnf1g2,4,1,0,1
dqcnf3uz,4,0,0,0
dqcnf47s,4,1,0,1
dqcnf4v1,4,0,1,0
dqcnf559,4,1,0,1
dqcnf69x,4,1,0,1
dqcnf6cg,4,1,1,0
dqcnf6cj,4,1,0,1
dqcnf794,4,1,0,1
dqcnf9bj,4,0,1,0
dqcnfc69,4,0,1,0
dqcnfffs,4,0,0,1
dqcnfgqb,4,0,0,0
dqcnfk5z,4,1,0,1
dqcnfkw0,4,0,1,0
dqcnfkys,4,0,0,0
dqcnfmdf,4,1,0,1
dqcnfmnj,4,0,0,0
dqcnfmnq,4,1,0,1
dqcnfmyp,4,1,0,1
dqcnfnyk,4,0,1,0
dqcnfpuy,4,0,0,0
dqcnfpuz,4,1,0,1
dqcnfq3v,4,0,0,1
dqcnfq6s,4,0,1,0
dqcnfqc3,4,1,1,0
dqcnfs2t,4,0,0,0
dqcnft40,4,0,1,0
dqcng06w,4,0,0,0
dqcng0es,4,1,0,1
dqcng0g7,4,0,1,0
dqcng0qg,4,1,0,1
dqcng0rh,4,0,0,0
dqcng0x3,4,1,0,1
dqcng23k,4,1,0,1
dqcng2bf,4,0,1,0
dqcng43b,4,1,1,0
dqcng4te,4,1,1,0
dqcng5m8,4,0,0,0
dqcng74n,4,0,1,0
dqcng78b,4,0,1,0
dqcngfnt,4,0,0,0
dqcngggb,4,0,0,0
dqcngjgx,4,0,1,0
dqcngjkj,4,0,0,0
dqcngnjv,4,0,1,0
dqcngqhc,4,1,1,0
dqcngqwq,4,0,0,0
dqcp176g,4,1,1,0
dqcp1bqv,4,0,1,0
dqcp1cqm,4,0,0,0
dqcp1fce,4,0,0,0
dqcp1gmx,4,0,0,0
dqcp1gsz,4,0,0,0
dqcp1gtj,4,0,0,0
dqcp1gxv,4,0,0,0
dqcp1rx0,4,1,0,0
dqcp1rzr,4,1,0,1
dqcp1vqh,4,0,0,0
dqcp1w9k,4,0,1,0
dqcp1wbz,4,0,0,0
dqcp1wft,4,0,1,0
dqcp1wg7,4,0,1,0
dqcp1wg8,4,1,1,0
dqcp1wk6,4,0,0,0
dqcp1xyv,4,0,0,0
dqcp1yek,4,1,1,0
dqcp1ym5,4,0,0,0
dqcp1ymn,4,0,0,1
dqcp1ys8,4,0,0,0
dqcp1yty,4,0,0,0
dqcp1yv9,4,0,0,1
dqcp1z6r,4,1,0,1
dqcp32j7,4,0,1,0
dqcp38qj,4,0,0,0
dqcp3b1f,4,1,0,1
dqcp3b1m,4,0,0,0
dqcp41gr,4,1,0,1
dqcp428v,4,0,1,0
dqcp473c,4,0,0,0
dqcp478m,4,0,0,0
dqcp47ch,4,0,0,0
dqcp4hjy,4,0,1,0
dqcp4hth,4,0,0,0
dqcp4htm,4,0,1,0
dqcp4j1c,4,0,0,0
dqcp4j6s,4,0,0,0
dqcp4jxf,4,1,1,0
dqcp4k9b,4,0,0,0
dqcp4kb6,4,0,1,0
dqcp4kgx,4,0,0,0
dqcp4qdb,4,0,1,0
dqchf7jt,5,1,0,1
dqcjghk2,5,0,0,0
dqcn71f0,5,1,0,1
dqcn7m93,5,0,0,0
dqcn7m99,5,0,0,0
dqcn7pg9,5,0,1,0
dqcn8zhh,5,0,1,0
dqcn8zhj,5,0,1,0
dqcn9pzt,5,0,1,0
dqcn9r0y,5,1,1,0
dqcn9rge,5,0,1,0
dqcn9rqs,5,0,1,0
dqcn9xvx,5,1,0,1
dqcnbbdk,5,0,1,0
dqcnbbdq,5,1,0,1
dqcnbbe7,5,0,0,0
dqcnbbzc,5,0,1,0
dqcnbchm,5,1,0,1
dqcnbchx,5,0,1,0
dqcnc0gn,5,0,0,0
dqcnc0y3,5,1,0,0
dqcnc16p,5,0,1,0
dqcnc1m6,5,0,0,0
dqcnc29k,5,0,0,0
dqcnc2sv,5,1,0,0
dqcnc2w6,5,0,0,0
dqcnc3fk,5,0,0,0
dqcnc48z,5,0,1,0
dqcnc4u8,5,1,0,1
dqcnc5hk,5,0,1,0
dqcnc5jg,5,0,0,0
dqcnc5r3,5,0,1,0
dqcnc5rf,5,0,1,0
dqcnc60q,5,0,1,0
dqcnc6ex,5,0,1,0
dqcnc6ht,5,0,1,0
dqcnc6tb,5,1,0,1
dqcnc778,5,0,1,0
dqcnc77d,5,0,1,0
dqcnc78q,5,1,1,0
dqcnc78x,5,0,1,0
dqcnc7bc,5,1,1,0
dqcnc7bd,5,0,1,0
dqcnc7hq,5,1,1,0
dqcnc7y0,5,0,1,0
dqcnc8ft,5,0,0,0
dqcnc9je,5,1,0,1
dqcnc9vh,5,0,0,0
dqcncb21,5,0,1,0
dqcncc0t,5,0,1,0
dqcncc0x,5,0,1,0
dqcncdq7,5,1,1,0
dqcncesv,5,0,1,0
dqcncf22,5,1,0,1
dqcncf4c,5,1,0,1
dqcncf58,5,1,0,1
dqcncf69,5,1,0,1
dqcncf6c,5,0,0,0
dqcncfjz,5,1,0,1
dqcncfne,5,1,0,1
dqcncfq5,5,1,0,1
dqcncfu4,5,0,1,0
dqcncgpy,5,0,1,0
dqcncgsj,5,0,0,0
dqcncjbv,5,0,1,0
dqcncrp5,5,0,1,0
dqcncsjm,5,0,0,0
dqcncssg,5,1,0,1
dqcncsvg,5,0,1,0
dqcnct4r,5,0,1,0
dqcnct6t,5,0,1,0
dqcnctbb,5,0,0,0
dqcnctex,5,0,1,0
dqcnctq4,5,0,1,0
dqcncu6f,5,1,0,0
dqcncu6h,5,0,1,0
dqcncu74,5,0,1,0
dqcncuc6,5,1,0,1
dqcncucd,5,0,1,0
dqcncueg,5,1,0,1
dqcncum1,5,1,1,0
dqcncv53,5,1,1,1
dqcncv9e,5,0,1,0
dqcncv9s,5,1,0,1
dqcncvhv,5,1,0,1
dqcncvkb,5,0,0,0
dqcncvy0,5,0,0,1
dqcncwc5,5,0,0,0
dqcncx46,5,1,0,1
dqcncx6x,5,1,1,0
dqcncxc2,5,0,1,0
dqcncxsz,5,0,0,0
dqcncxy1,5,0,1,0
dqcnczy0,5,1,0,1
dqcndk23,5,1,0,1
dqcndte4,5,0,1,0
dqcndtxt,5,0,1,0
dqcne0v2,5,1,0,1
dqcne1qu,5,0,0,0
dqcne28u,5,0,1,0
dqcne4gx,5,0,0,0
dqcne4gy,5,1,0,0
dqcne6ct,5,1,0,1
dqcnem9f,5,0,1,0
dqcnenmf,5,0,0,0
dqcnennp,5,0,0,0
dqcnep20,5,0,1,0
dqcner94,5,1,1,0
dqcnf1g2,5,1,0,1
dqcnf3uz,5,0,0,0
dqcnf47s,5,1,0,1
dqcnf4v1,5,0,1,0
dqcnf559,5,1,0,1
dqcnf69x,5,1,0,1
dqcnf6cg,5,1,1,0
dqcnf6cj,5,1,0,1
dqcnf794,5,1,0,1
dqcnf9bj,5,0,1,0
dqcnfc69,5,0,1,0
dqcnfffs,5,0,0,1
dqcnfgqb,5,0,0,0
dqcnfk5z,5,1,0,1
dqcnfkw0,5,0,1,0
dqcnfkys,5,0,0,0
dqcnfmdf,5,1,0,1
dqcnfmnj,5,0,1,0
dqcnfmnq,5,1,0,1
dqcnfmyp,5,1,0,1
dqcnfnyk,5,0,1,0
dqcnfpuy,5,0,0,0
dqcnfpuz,5,1,0,1
dqcnfq3v,5,0,0,1
dqcnfq6s,5,0,1,0
dqcnfqc3,5,1,1,0
dqcnfs2t,5,0,0,0
dqcnft40,5,0,1,0
dqcng06w,5,0,0,0
dqcng0es,5,1,0,1
dqcng0g7,5,0,1,0
dqcng0qg,5,1,0,1
dqcng0rh,5,0,0,0
dqcng0x3,5,1,0,1
dqcng23k,5,1,0,1
dqcng2bf,5,0,1,0
dqcng43b,5,1,1,0
dqcng4te,5,1,1,0
dqcng5m8,5,0,0,0
dqcng74n,5,0,1,0
dqcng78b,5,0,1,0
dqcngfnt,5,0,0,0
dqcngggb,5,0,0,0
dqcngjgx,5,0,1,0
dqcngjkj,5,0,0,0
dqcngnjv,5,0,1,0
dqcngqhc,5,1,1,0
dqcngqwq,5,0,0,0
dqcp176g,5,1,1,0
dqcp1bqv,5,0,1,0
dqcp1cqm,5,0,0,0
dqcp1fce,5,0,1,0
dqcp1gmx,5,0,1,0
dqcp1gsz,5,0,1,0
dqcp1gtj,5,0,1,0
dqcp1gxv,5,0,0,0
dqcp1rx0,5,1,0,0
dqcp1rzr,5,1,0,1
dqcp1vqh,5,0,1,0
dqcp1w9k,5,0,1,0
dqcp1wbz,5,0,1,0
dqcp1wft,5,0,1,0
dqcp1wg7,5,0,1,0
dqcp1wg8,5,1,1,0
dqcp1wk6,5,0,0,0
dqcp1xyv,5,0,0,0
dqcp1yek,5,1,1,0
dqcp1ym5,5,0,1,0
dqcp1ymn,5,0,0,1
dqcp1ys8,5,0,0,0
dqcp1yty,5,0,0,0
dqcp1yv9,5,0,0,1
dqcp1z6r,5,1,0,1
dqcp32j7,5,0,1,0
dqcp38qj,5,0,1,0
dqcp3b1f,5,1,0,1
dqcp3b1m,5,0,0,0
dqcp41gr,5,1,0,1
dqcp428v,5,0,1,0
dqcp473c,5,0,0,0
dqcp478m,5,0,1,0
dqcp47ch,5,0,0,0
dqcp4hjy,5,0,1,0
dqcp4hth,5,0,0,1
dqcp4htm,5,0,1,0
dqcp4j1c,5,0,1,0
dqcp4j6s,5,0,1,0
dqcp4jxf,5,1,1,0
dqcp4k9b,5,0,0,0
dqcp4kb6,5,0,1,0
dqcp4kgx,5,0,0,0
dqcp4qdb,5,0,1,0
dqchf7jt,6,1,0,1
dqcjghk2,6,0,0,0
dqcn71f0,6,1,0,1
dqcn7m93,6,0,0,0
dqcn7m99,6,0,0,0
dqcn7pg9,6,0,1,0
dqcn8zhh,6,0,1,0
dqcn8zhj,6,0,1,0
dqcn9pzt,6,0,1,0
dqcn9r0y,6,1,1,0
dqcn9rge,6,0,1,0
dqcn9rqs,6,0,1,0
dqcn9xvx,6,1,0,1
dqcnbbdk,6,0,1,0
dqcnbbdq,6,1,0,1
dqcnbbe7,6,0,1,0
dqcnbbzc,6,0,1,0
dqcnbchm,6,1,0,1
dqcnbchx,6,0,1,0
dqcnc0gn,6,0,0,0
dqcnc0y3,6,1,0,0
dqcnc16p,6,0,1,0
dqcnc1m6,6,0,0,0
dqcnc29k,6,0,0,0
dqcnc2sv,6,1,0,0
dqcnc2w6,6,0,1,0
dqcnc3fk,6,0,0,0
dqcnc48z,6,0,1,0
dqcnc4u8,6,1,0,1
dqcnc5hk,6,0,1,0
dqcnc5jg,6,0,0,0
dqcnc5r3,6,0,1,0
dqcnc5rf,6,0,1,0
dqcnc60q,6,0,1,0
dqcnc6ex,6,0,1,0
dqcnc6ht,6,0,1,0
dqcnc6tb,6,1,0,1
dqcnc778,6,0,1,0
dqcnc77d,6,0,1,0
dqcnc78q,6,1,1,0
dqcnc78x,6,0,1,0
dqcnc7bc,6,1,1,0
dqcnc7bd,6,0,1,0
dqcnc7hq,6,1,1,0
dqcnc7y0,6,0,1,0
dqcnc8ft,6,0,0,0
dqcnc9je,6,1,0,1
dqcnc9vh,6,0,0,0
dqcncb21,6,0,1,0
dqcncc0t,6,0,1,0
dqcncc0x,6,0,1,0
dqcncdq7,6,1,1,0
dqcncesv,6,0,1,0
dqcncf22,6,1,0,1
dqcncf4c,6,1,0,1
dqcncf58,6,1,0,1
dqcncf69,6,1,0,1
dqcncf6c,6,0,0,0
dqcncfjz,6,1,0,1
dqcncfne,6,1,0,1
dqcncfq5,6,1,0,1
dqcncfu4,6,0,1,0
dqcncgpy,6,0,1,0
dqcncgsj,6,0,0,0
dqcncjbv,6,0,1,0
dqcncrp5,6,0,1,0
dqcncsjm,6,1,0,1
dqcncssg,6,1,0,1
dqcncsvg,6,0,1,0
dqcnct4r,6,0,1,0
dqcnct6t,6,0,1,0
dqcnctbb,6,0,0,0
dqcnctex,6,0,1,0
dqcnctq4,6,0,1,0
dqcncu6f,6,1,0,0
dqcncu6h,6,0,1,0
dqcncu74,6,0,1,0
dqcncuc6,6,1,0,1
dqcncucd,6,0,1,0
dqcncueg,6,1,0,1
dqcncum1,6,1,1,0
dqcncv53,6,1,1,1
dqcncv9e,6,0,1,0
dqcncv9s,6,1,0,1
dqcncvhv,6,1,0,1
dqcncvkb,6,0,0,0
dqcncvy0,6,0,0,1
dqcncwc5,6,0,0,0
dqcncx46,6,1,0,1
dqcncx6x,6,1,1,0
dqcncxc2,6,0,1,0
dqcncxsz,6,1,0,1
dqcncxy1,6,0,1,0
dqcnczy0,6,1,0,1
dqcndk23,6,1,0,1
dqcndte4,6,0,1,0
dqcndtxt,6,0,1,0
dqcne0v2,6,1,0,1
dqcne1qu,6,0,0,0
dqcne28u,6,0,1,0
dqcne4gx,6,0,1,0
dqcne4gy,6,1,0,0
dqcne6ct,6,1,0,1
dqcnem9f,6,0,1,0
dqcnenmf,6,0,0,0
dqcnennp,6,0,0,0
dqcnep20,6,0,1,0
dqcner94,6,1,1,0
dqcnf1g2,6,1,0,1
dqcnf3uz,6,0,0,1
dqcnf47s,6,1,0,1
dqcnf4v1,6,0,1,0
dqcnf559,6,1,0,1
dqcnf69x,6,1,0,1
dqcnf6cg,6,1,1,0
dqcnf6cj,6,1,0,1
dqcnf794,6,1,0,1
dqcnf9bj,6,0,1,0
dqcnfc69,6,0,1,0
dqcnfffs,6,0,0,1
dqcnfgqb,6,0,1,0
dqcnfk5z,6,1,0,1
dqcnfkw0,6,0,1,0
dqcnfkys,6,0,0,0
dqcnfmdf,6,1,0,1
dqcnfmnj,6,0,1,0
dqcnfmnq,6,1,0,1
dqcnfmyp,6,1,0,1
dqcnfnyk,6,0,1,0
dqcnfpuy,6,0,0,0
dqcnfpuz,6,1,0,1
dqcnfq3v,6,0,0,1
dqcnfq6s,6,0,1,0
dqcnfqc3,6,1,1,0
dqcnfs2t,6,0,1,0
dqcnft40,6,0,1,0
dqcng06w,6,0,0,0
dqcng0es,6,1,0,1
dqcng0g7,6,0,1,0
dqcng0qg,6,1,0,1
dqcng0rh,6,0,0,0
dqcng0x3,6,1,0,1
dqcng23k,6,1,0,1
dqcng2bf,6,0,1,0
dqcng43b,6,1,1,0
dqcng4te,6,1,1,0
dqcng5m8,6,0,0,0
dqcng74n,6,0,1,0
dqcng78b,6,0,1,0
dqcngfnt,6,1,0,1
dqcngggb,6,1,1,1
dqcngjgx,6,0,1,0
dqcngjkj,6,0,0,0
dqcngnjv,6,0,1,0
dqcngqhc,6,1,1,0
dqcngqwq,6,0,1,0
dqcp176g,6,1,1,0
dqcp1bqv,6,0,1,0
dqcp1cqm,6,0,0,0
dqcp1fce,6,0,1,0
dqcp1gmx,6,0,1,0
dqcp1gsz,6,0,1,0
dqcp1gtj,6,0,1,0
dqcp1gxv,6,0,0,0
dqcp1rx0,6,1,0,0
dqcp1rzr,6,1,0,1
dqcp1vqh,6,0,1,0
dqcp1w9k,6,0,1,0
dqcp1wbz,6,0,1,0
dqcp1wft,6,0,1,0
dqcp1wg7,6,0,1,0
dqcp1wg8,6,1,1,0
dqcp1wk6,6,0,0,0
dqcp1xyv,6,0,0,0
dqcp1yek,6,1,1,0
dqcp1ym5,6,0,1,0
dqcp1ymn,6,0,0,1
dqcp1ys8,6,0,0,0
dqcp1yty,6,0,1,0
dqcp1yv9,6,0,0,1
dqcp1z6r,6,1,0,1
dqcp32j7,6,0,1,0
dqcp38qj,6,0,1,0
dqcp3b1f,6,1,0,1
dqcp3b1m,6,0,0,0
dqcp41gr,6,1,0,1
dqcp428v,6,0,1,0
dqcp473c,6,1,0,1
dqcp478m,6,0,1,0
dqcp47ch,6,0,1,0
dqcp4hjy,6,0,1,0
dqcp4hth,6,0,0,1
dqcp4htm,6,0,1,0
dqcp4j1c,6,0,1,0
dqcp4j6s,6,0,1,0
dqcp4jxf,6,1,1,0
dqcp4k9b,6,0,0,0
dqcp4kb6,6,0,1,0
dqcp4kgx,6,0,0,0
dqcp4qdb,6,0,1,0
dqchf7jt,7,1,0,1
dqcjghk2,7,0,0,0
dqcn71f0,7,1,0,1
dqcn7m93,7,0,0,0
dqcn7m99,7,0,0,0
dqcn7pg9,7,0,1,0
dqcn8zhh,7,0,1,0
dqcn8zhj,7,0,1,0
dqcn9pzt,7,0,1,0
dqcn9r0y,7,1,1,0
dqcn9rge,7,0,1,0
dqcn9rqs,7,0,1,0
dqcn9xvx,7,1,0,1
dqcnbbdk,7,0,1,0
dqcnbbdq,7,1,0,1
dqcnbbe7,7,0,1,0
dqcnbbzc,7,0,1,0
dqcnbchm,7,1,0,1
dqcnbchx,7,0,1,0
dqcnc0gn,7,0,0,0
dqcnc0y3,7,1,0,0
dqcnc16p,7,0,1,0
dqcnc1m6,7,0,0,0
dqcnc29k,7,0,0,0
dqcnc2sv,7,1,0,0
dqcnc2w6,7,0,1,0
dqcnc3fk,7,0,0,0
dqcnc48z,7,0,1,0
dqcnc4u8,7,1,0,1
dqcnc5hk,7,0,1,0
dqcnc5jg,7,0,0,0
dqcnc5r3,7,0,1,0
dqcnc5rf,7,0,1,0
dqcnc60q,7,0,1,0
dqcnc6ex,7,0,1,0
dqcnc6ht,7,0,1,0
dqcnc6tb,7,1,0,1
dqcnc778,7,0,1,0
dqcnc77d,7,0,1,0
dqcnc78q,7,1,1,0
dqcnc78x,7,0,1,0
dqcnc7bc,7,1,1,0
dqcnc7bd,7,0,1,0
dqcnc7hq,7,1,1,0
dqcnc7y0,7,0,1,0
dqcnc8ft,7,0,0,0
dqcnc9je,7,1,0,1
dqcnc9vh,7,0,0,0
dqcncb21,7,0,1,0
dqcncc0t,7,0,1,0
dqcncc0x,7,0,1,0
dqcncdq7,7,1,1,0
dqcncesv,7,0,1,0
dqcncf22,7,1,0,1
dqcncf4c,7,1,0,1
dqcncf58,7,1,0,1
dqcncf69,7,1,0,1
dqcncf6c,7,0,0,0
dqcncfjz,7,1,0,1
dqcncfne,7,1,0,1
dqcncfq5,7,1,0,1
dqcncfu4,7,0,1,0
dqcncgpy,7,0,1,0
dqcncgsj,7,0,0,0
dqcncjbv,7,0,1,0
dqcncrp5,7,0,1,0
dqcncsjm,7,1,0,1
dqcncssg,7,1,0,1
dqcncsvg,7,0,1,0
dqcnct4r,7,0,1,0
dqcnct6t,7,0,1,0
dqcnctbb,7,0,0,0
dqcnctex,7,0,1,0
dqcnctq4,7,0,1,0
dqcncu6f,7,1,0,0
dqcncu6h,7,0,1,0
dqcncu74,7,0,1,0
dqcncuc6,7,1,0,1
dqcncucd,7,0,1,0
dqcncueg,7,1,0,1
dqcncum1,7,1,1,0
dqcncv53,7,1,1,1
dqcncv9e,7,0,1,0
dqcncv9s,7,1,0,1
dqcncvhv,7,1,0,1
dqcncvkb,7,1,0,1
dqcncvy0,7,0,0,1
dqcncwc5,7,0,0,0
dqcncx46,7,1,0,1
dqcncx6x,7,1,1,0
dqcncxc2,7,0,1,0
dqcncxsz,7,1,0,1
dqcncxy1,7,0,1,0
dqcnczy0,7,1,0,1
dqcndk23,7,1,0,1
dqcndte4,7,0,1,0
dqcndtxt,7,0,1,0
dqcne0v2,7,1,0,1
dqcne1qu,7,0,0,0
dqcne28u,7,0,1,0
dqcne4gx,7,0,1,0
dqcne4gy,7,1,0,0
dqcne6ct,7,1,0,1
dqcnem9f,7,0,1,0
dqcnenmf,7,0,0,0
dqcnennp,7,0,0,0
dqcnep20,7,0,1,0
dqcner94,7,1,1,0
dqcnf1g2,7,1,0,1
dqcnf3uz,7,0,0,1
dqcnf47s,7,1,0,1
dqcnf4v1,7,0,1,0
dqcnf559,7,1,0,1
dqcnf69x,7,1,0,1
dqcnf6cg,7,1,1,0
dqcnf6cj,7,1,0,1
dqcnf794,7,1,0,1
dqcnf9bj,7,0,1,0
dqcnfc69,7,0,1,0
dqcnfffs,7,0,0,1
dqcnfgqb,7,0,1,0
dqcnfk5z,7,1,0,1
dqcnfkw0,7,0,1,0
dqcnfkys,7,0,0,0
dqcnfmdf,7,1,0,1
dqcnfmnj,7,0,1,0
dqcnfmnq,7,1,0,1
dqcnfmyp,7,1,0,1
dqcnfnyk,7,0,1,0
dqcnfpuy,7,0,1,0
dqcnfpuz,7,1,0,1
dqcnfq3v,7,0,0,1
dqcnfq6s,7,0,1,0
dqcnfqc3,7,1,1,0
dqcnfs2t,7,0,1,0
dqcnft40,7,0,1,0
dqcng06w,7,0,0,0
dqcng0es,7,1,0,1
dqcng0g7,7,0,1,0
dqcng0qg,7,1,0,1
dqcng0rh,7,0,0,0
dqcng0x3,7,1,0,1
dqcng23k,7,1,0,1
dqcng2bf,7,0,1,0
dqcng43b,7,1,1,0
dqcng4te,7,1,1,0
dqcng5m8,7,0,0,0
dqcng74n,7,0,1,0
dqcng78b,7,0,1,0
dqcngfnt,7,1,0,1
dqcngggb,7,1,1,1
dqcngjgx,7,0,1,0
dqcngjkj,7,0,0,0
dqcngnjv,7,0,1,0
dqcngqhc,7,1,1,0
dqcngqwq,7,0,1,0
dqcp176g,7,1,1,0
dqcp1bqv,7,0,1,0
dqcp1cqm,7,1,0,1
dqcp1fce,7,0,1,0
dqcp1gmx,7,0,1,0
dqcp1gsz,7,0,1,0
dqcp1gtj,7,0,1,0
dqcp1gxv,7,0,0,0
dqcp1rx0,7,1,0,0
dqcp1rzr,7,1,0,1
dqcp1vqh,7,0,1,0
dqcp1w9k,7,0,1,0
dqcp1wbz,7,0,1,0
dqcp1wft,7,0,1,0
dqcp1wg7,7,0,1,0
dqcp1wg8,7,1,1,0
dqcp1wk6,7,0,0,0
dqcp1xyv,7,0,0,0
dqcp1yek,7,1,1,0
dqcp1ym5,7,0,1,0
dqcp1ymn,7,0,0,1
dqcp1ys8,7,0,0,0
dqcp1yty,7,0,1,0
dqcp1yv9,7,0,0,1
dqcp1z6r,7,1,0,1
dqcp32j7,7,0,1,0
dqcp38qj,7,0,1,0
dqcp3b1f,7,1,0,1
dqcp3b1m,7,1,0,1
dqcp41gr,7,1,0,1
dqcp428v,7,0,1,0
dqcp473c,7,1,0,1
dqcp478m,7,0,1,0
dqcp47ch,7,0,1,0
dqcp4hjy,7,0,1,0
dqcp4hth,7,0,0,1
dqcp4htm,7,0,1,0
dqcp4j1c,7,0,1,0
dqcp4j6s,7,0,1,0
dqcp4jxf,7,1,1,0
dqcp4k9b,7,0,0,0
dqcp4kb6,7,0,1,0
dqcp4kgx,7,0,0,0
dqcp4qdb,7,0,1,0
dqchf7jt,8,1,0,1
dqcjghk2,8,0,0,0
dqcn71f0,8,1,0,1
dqcn7m93,8,0,0,0
dqcn7m99,8,0,0,0
dqcn7pg9,8,0,1,0
dqcn8zhh,8,0,1,0
dqcn8zhj,8,0,1,0
dqcn9pzt,8,0,1,0
dqcn9r0y,8,1,1,0
dqcn9rge,8,0,1,0
dqcn9rqs,8,0,1,0
dqcn9xvx,8,1,0,1
dqcnbbdk,8,0,1,0
dqcnbbdq,8,1,0,1
dqcnbbe7,8,0,1,0
dqcnbbzc,8,0,1,0
dqcnbchm,8,1,0,1
dqcnbchx,8,0,1,0
dqcnc0gn,8,0,0,0
dqcnc0y3,8,1,0,0
dqcnc16p,8,0,1,0
dqcnc1m6,8,0,0,0
dqcnc29k,8,0,0,0
dqcnc2sv,8,1,0,0
dqcnc2w6,8,0,1,0
dqcnc3fk,8,0,0,0
dqcnc48z,8,0,1,0
dqcnc4u8,8,1,0,1
dqcnc5hk,8,0,1,0
dqcnc5jg,8,0,0,0
dqcnc5r3,8,0,1,0
dqcnc5rf,8,0,1,0
dqcnc60q,8,0,1,0
dqcnc6ex,8,0,1,0
dqcnc6ht,8,0,1,0
dqcnc6tb,8,1,0,1
dqcnc778,8,0,1,0
dqcnc77d,8,0,1,0
dqcnc78q,8,1,1,0
dqcnc78x,8,0,1,0
dqcnc7bc,8,1,1,0
dqcnc7bd,8,0,1,0
dqcnc7hq,8,1,1,0
dqcnc7y0,8,0,1,0
dqcnc8ft,8,0,0,0
dqcnc9je,8,1,0,1
dqcnc9vh,8,0,0,0
dqcncb21,8,0,1,0
dqcncc0t,8,0,1,0
dqcncc0x,8,0,1,0
dqcncdq7,8,1,1,0
dqcncesv,8,0,1,0
dqcncf22,8,1,0,1
dqcncf4c,8,1,0,1
dqcncf58,8,1,0,1
dqcncf69,8,1,0,1
dqcncf6c,8,0,0,0
dqcncfjz,8,1,0,1
dqcncfne,8,1,0,1
dqcncfq5,8,1,0,1
dqcncfu4,8,0,1,0
dqcncgpy,8,0,1,0
dqcncgsj,8,0,0,0
dqcncjbv,8,0,1,0
dqcncrp5,8,0,1,0
dqcncsjm,8,1,0,1
dqcncssg,8,1,0,1
dqcncsvg,8,0,1,0
dqcnct4r,8,0,1,0
dqcnct6t,8,0,1,0
dqcnctbb,8,0,0,0
dqcnctex,8,0,1,0
dqcnctq4,8,0,1,0
dqcncu6f,8,1,0,0
dqcncu6h,8,0,1,0
dqcncu74,8,0,1,0
dqcncuc6,8,1,0,1
dqcncucd,8,0,1,0
dqcncueg,8,1,0,1
dqcncum1,8,1,1,0
dqcncv53,8,1,1,1
dqcncv9e,8,0,1,0
dqcncv9s,8,1,0,1
dqcncvhv,8,1,0,1
dqcncvkb,8,1,0,1
dqcncvy0,8,0,0,1
dqcncwc5,8,0,0,0
dqcncx46,8,1,0,1
dqcncx6x,8,1,1,0
dqcncxc2,8,0,1,0
dqcncxsz,8,1,0,1
dqcncxy1,8,0,1,0
dqcnczy0,8,1,0,1
dqcndk23,8,1,0,1
dqcndte4,8,0,1,0
dqcndtxt,8,0,1,0
dqcne0v2,8,1,0,1
dqcne1qu,8,0,0,0
dqcne28u,8,0,1,0
dqcne4gx,8,0,1,0
dqcne4gy,8,1,0,0
dqcne6ct,8,1,0,1
dqcnem9f,8,0,1,0
dqcnenmf,8,0,0,0
dqcnennp,8,0,0,0
dqcnep20,8,0,1,0
dqcner94,8,1,1,0
dqcnf1g2,8,1,0,1
dqcnf3uz,8,0,0,1
dqcnf47s,8,1,0,1
dqcnf4v1,8,0,1,0
dqcnf559,8,1,0,1
dqcnf69x,8,1,0,1
dqcnf6cg,8,1,1,0
dqcnf6cj,8,1,0,1
dqcnf794,8,1,0,1
dqcnf9bj,8,0,1,0
dqcnfc69,8,0,1,0
dqcnfffs,8,0,0,1
dqcnfgqb,8,0,1,0
dqcnfk5z,8,1,0,1
