Land Value ($),Building Value ($),Longitude,Latitude
0.0,219479.0,-81.949599,26.510366
0.0,206316.0,-81.949599,26.510366
0.0,173532.0,-81.949599,26.510366
0.0,206316.0,-81.949599,26.510366
0.0,251375.0,-81.949599,26.510366
0.0,234740.0,-81.949599,26.510366
0.0,234740.0,-81.949599,26.510366
0.0,251375.0,-81.949599,26.510366
0.0,206316.0,-81.949599,26.510366
0.0,173532.0,-81.949599,26.510366
0.0,206316.0,-81.949599,26.510366
0.0,203409.0,-81.949599,26.510366
0.0,169091.0,-81.949599,26.510366
0.0,203409.0,-81.949599,26.510366
0.0,231833.0,-81.949599,26.510366
0.0,231833.0,-81.949599,26.510366
0.0,231833.0,-81.949599,26.510366
0.0,231833.0,-81.949599,26.510366
0.0,203409.0,-81.949599,26.510366
0.0,169091.0,-81.949599,26.510366
0.0,203409.0,-81.949599,26.510366
0.0,0.0,-81.949551,26.510324
9940.0,0.0,-81.9245073,26.52529703
730.0,0.0,-81.9254849,26.52705378
17970.0,0.0,-81.92702198,26.528407
4270.0,0.0,-81.9259325,26.53162019
8200.0,0.0,-81.9246134,26.53286901
186.0,0.0,-81.925056,26.528955
500.0,0.0,-81.976858,26.494615
549208.0,0.0,-81.977432,26.494762
0.0,218590.0,-81.88559836,26.59890747
0.0,205664.0,-81.88559836,26.59890747
0.0,207911.0,-81.88559836,26.59890747
0.0,205663.0,-81.88559836,26.59890747
0.0,207911.0,-81.88559836,26.59890747
0.0,205663.0,-81.88559836,26.59890747
0.0,207911.0,-81.88559836,26.59890747
0.0,218590.0,-81.88559836,26.59890747
0.0,218590.0,-81.88512903,26.5987955
0.0,205663.0,-81.88512903,26.5987955
0.0,207911.0,-81.88512903,26.5987955
0.0,205663.0,-81.88512903,26.5987955
0.0,207911.0,-81.88512903,26.5987955
0.0,128727.0,-81.88512903,26.5987955
0.0,207911.0,-81.88512903,26.5987955
0.0,218590.0,-81.88512903,26.5987955
0.0,218590.0,-81.88561698,26.59841793
0.0,205663.0,-81.88561698,26.59841793
0.0,207911.0,-81.88561698,26.59841793
0.0,205663.0,-81.88561698,26.59841793
0.0,207911.0,-81.88561698,26.59841793
0.0,205663.0,-81.88561698,26.59841793
0.0,219886.0,-81.88561698,26.59841793
0.0,218590.0,-81.88561698,26.59841793
0.0,218590.0,-81.88514215,26.59830372
0.0,205663.0,-81.88514215,26.59830372
0.0,207911.0,-81.88514215,26.59830372
0.0,205663.0,-81.88514215,26.59830372
0.0,207911.0,-81.88514215,26.59830372
0.0,205663.0,-81.88514215,26.59830372
0.0,207911.0,-81.88514215,26.59830372
0.0,218590.0,-81.88514215,26.59830372
0.0,231107.0,-81.88557511,26.5979352
0.0,205663.0,-81.88557511,26.5979352
0.0,207911.0,-81.88557511,26.5979352
0.0,205663.0,-81.88557511,26.5979352
0.0,207911.0,-81.88557511,26.5979352
0.0,205663.0,-81.88557511,26.5979352
0.0,207911.0,-81.88557511,26.5979352
0.0,218590.0,-81.88557511,26.5979352
0.0,218590.0,-81.88510852,26.59787331
0.0,205860.0,-81.88510852,26.59787331
0.0,207911.0,-81.88510852,26.59787331
0.0,205663.0,-81.88510852,26.59787331
0.0,207911.0,-81.88510852,26.59787331
0.0,218590.0,-81.88510852,26.59787331
0.0,0.0,-81.88536628,26.59907773
0.0,107640.0,-81.95139015,26.57787612
0.0,108690.0,-81.95139015,26.57787612
0.0,108690.0,-81.95139015,26.57787612
0.0,107640.0,-81.95139015,26.57787612
0.0,299260.0,-81.951394,26.577799
0.0,0.0,-81.95140027,26.57784952
44413.0,195595.0,-81.8873377,26.60223099
44413.0,176755.0,-81.88724398,26.60218321
44413.0,189215.0,-81.88718369,26.60227393
44413.0,189215.0,-81.88727825,26.6023243
44413.0,217558.0,-81.88755957,26.60239872
44413.0,210841.0,-81.88748058,26.60233997
44413.0,223216.0,-81.88740718,26.60242004
44413.0,210940.0,-81.88748667,26.60247895
0.0,324131.0,-81.902249,26.507172
0.0,295384.0,-81.902249,26.507172
0.0,295384.0,-81.902249,26.507172
0.0,324131.0,-81.902249,26.507172
0.0,310565.0,-81.902753,26.507351
0.0,286663.0,-81.902753,26.507351
0.0,286663.0,-81.902753,26.507351
0.0,310565.0,-81.902753,26.507351
0.0,310565.0,-81.902772,26.50684
0.0,286663.0,-81.902772,26.50684
0.0,286663.0,-81.902772,26.50684
0.0,310565.0,-81.902772,26.50684
0.0,324131.0,-81.902084,26.506879
0.0,295384.0,-81.902084,26.506879
0.0,295384.0,-81.902084,26.506879
0.0,324131.0,-81.902084,26.506879
59755.0,150216.0,-81.952558,26.522253
59755.0,141476.0,-81.952541,26.522175
59755.0,141849.0,-81.95251,26.522087
59755.0,151474.0,-81.952456,26.52192
0.0,313310.0,-81.947337,26.510577
0.0,251375.0,-81.947337,26.510577
0.0,245076.0,-81.947337,26.510577
0.0,304428.0,-81.947337,26.510577
0.0,251375.0,-81.947337,26.510577
0.0,313310.0,-81.947337,26.510577
0.0,261388.0,-81.921884,26.53466
0.0,261388.0,-81.921884,26.53466
0.0,249841.0,-81.921884,26.53466
0.0,249841.0,-81.921884,26.53466
0.0,248145.0,-81.921884,26.53466
0.0,248145.0,-81.921884,26.53466
0.0,269140.0,-81.921271,26.534707
0.0,269140.0,-81.921271,26.534707
0.0,258965.0,-81.921271,26.534707
0.0,258965.0,-81.921271,26.534707
0.0,257270.0,-81.921271,26.534707
0.0,257270.0,-81.921271,26.534707
0.0,259692.0,-81.921782,26.534905
0.0,259692.0,-81.921782,26.534905
0.0,248145.0,-81.921782,26.534905
0.0,248145.0,-81.921782,26.534905
0.0,246368.0,-81.921782,26.534905
0.0,246368.0,-81.921782,26.534905
0.0,269140.0,-81.921059,26.534905
0.0,269140.0,-81.921059,26.534905
0.0,258965.0,-81.921059,26.534905
0.0,258965.0,-81.921059,26.534905
0.0,257270.0,-81.921059,26.534905
0.0,257270.0,-81.921059,26.534905
0.0,310565.0,-81.902506,26.506624
0.0,286663.0,-81.902506,26.506624
0.0,286663.0,-81.902506,26.506624
0.0,310565.0,-81.902506,26.506624
0.0,291508.0,-82.01822044,26.58137136
0.0,268009.0,-82.01822044,26.58137136
0.0,268009.0,-82.01822044,26.58137136
0.0,291508.0,-82.01822044,26.58137136
0.0,255170.0,-82.01822044,26.58137136
0.0,231591.0,-82.01822044,26.58137136
0.0,231591.0,-82.01822044,26.58137136
0.0,255170.0,-82.01822044,26.58137136
0.0,234175.0,-82.01822044,26.58137136
0.0,213665.0,-82.01822044,26.58137136
0.0,213665.0,-82.01822044,26.58137136
0.0,234175.0,-82.01822044,26.58137136
869670.0,268119.0,-81.8853304,26.59722451
0.0,531362.0,-81.88181336,26.56113563
0.0,442801.0,-81.88181303,26.56145489
0.0,442801.0,-81.88181264,26.56183989
0.0,531362.0,-81.88181242,26.56205026
0.0,596187.0,-81.88181372,26.56227619
0.0,531362.0,-81.882257,26.5611111
0.0,863988.0,-81.88227924,26.56130267
0.0,797042.0,-81.88226517,26.56160321
0.0,442801.0,-81.88220379,26.56179612
0.0,1168992.0,-81.88267498,26.56106387
0.0,531362.0,-81.88267476,26.56128388
0.0,531362.0,-81.88267455,26.5614858
0.0,442801.0,-81.88267425,26.56177683
0.0,1423344.0,-81.88270094,26.56227466
0.0,797042.0,-81.88306399,26.56107943
0.0,531362.0,-81.88304841,26.56143877
0.0,797042.0,-81.88306338,26.5616837
0.0,531362.0,-81.88306321,26.56192824
0.0,531362.0,-81.88306486,26.56228852
0.0,313310.0,-81.94753,26.510146
0.0,251375.0,-81.94753,26.510146
0.0,245076.0,-81.94753,26.510146
0.0,304428.0,-81.94753,26.510146
0.0,251375.0,-81.94753,26.510146
0.0,313310.0,-81.94753,26.510146
0.0,313310.0,-81.947795,26.510584
0.0,251375.0,-81.947795,26.510584
0.0,245076.0,-81.947795,26.510584
0.0,304428.0,-81.947795,26.510584
0.0,304428.0,-81.947795,26.510584
0.0,245076.0,-81.947795,26.510584
0.0,251375.0,-81.947795,26.510584
0.0,313310.0,-81.947795,26.510584
77014.0,3354996.0,-82.00813785,26.5454383
0.0,0.0,-81.882424,26.561695
69445.0,376698.0,-81.990122,26.598074
69445.0,376698.0,-81.990122,26.598294
362855.0,0.0,-81.89564351,26.52195808
39120.0,0.0,-81.897879,26.522281
4043910.0,2286470.0,-81.89713966,26.52167866
473930.0,842446.0,-81.895526,26.521184
546240.0,1069604.0,-81.896106,26.521169
618990.0,945404.0,-81.89831705,26.52107763
57025.0,258256.0,-82.015242,26.563052
0.0,0.0,-81.951749,26.520787
0.0,367251.0,-81.951767,26.520916
0.0,367251.0,-81.951767,26.520916
0.0,367251.0,-81.951767,26.520916
0.0,367251.0,-81.951767,26.520916
0.0,367251.0,-81.951767,26.520916
0.0,367251.0,-81.951767,26.520916
0.0,331237.0,-81.951767,26.520916
0.0,331237.0,-81.951767,26.520916
0.0,331237.0,-81.951767,26.520916
0.0,331237.0,-81.951767,26.520916
0.0,331237.0,-81.951767,26.520916
0.0,331237.0,-81.951767,26.520916
0.0,303701.0,-81.951767,26.520916
0.0,303701.0,-81.951767,26.520916
0.0,303701.0,-81.951767,26.520916
0.0,303701.0,-81.951767,26.520916
0.0,303701.0,-81.951767,26.520916
0.0,332367.0,-81.951767,26.520916
0.0,0.0,-81.953728,26.557373
0.0,477071.0,-81.953746,26.557481
0.0,477071.0,-81.953746,26.557481
0.0,313310.0,-81.948336,26.510142
0.0,251375.0,-81.948336,26.510142
0.0,245076.0,-81.948336,26.510142
0.0,304428.0,-81.948336,26.510142
0.0,251375.0,-81.948336,26.510142
0.0,313310.0,-81.948336,26.510142
0.0,313310.0,-81.947932,26.510159
0.0,251375.0,-81.947932,26.510159
0.0,245076.0,-81.947932,26.510159
0.0,304428.0,-81.947932,26.510159
0.0,251375.0,-81.947932,26.510159
0.0,313310.0,-81.947932,26.510159
88825.0,162131.0,-82.013704,26.602395
0.0,2641388.0,-82.001867,26.539549
0.0,2006693.0,-82.001867,26.539549
0.0,2743698.0,-82.001867,26.539549
0.0,2641388.0,-82.001867,26.539549
0.0,1235637.0,-82.001867,26.539549
0.0,1066788.0,-82.001867,26.539549
0.0,1066788.0,-82.001867,26.539549
0.0,1066788.0,-82.001867,26.539549
0.0,1066788.0,-82.001867,26.539549
0.0,1124202.0,-82.001867,26.539549
0.0,1221586.0,-82.001867,26.539549
0.0,1049669.0,-82.001867,26.539549
0.0,1049669.0,-82.001867,26.539549
0.0,1049669.0,-82.001867,26.539549
0.0,1049669.0,-82.001867,26.539549
0.0,1107083.0,-82.001867,26.539549
0.0,1291031.0,-82.001867,26.539549
0.0,1048862.0,-82.001867,26.539549
0.0,1048862.0,-82.001867,26.539549
0.0,1048862.0,-82.001867,26.539549
0.0,1048862.0,-82.001867,26.539549
0.0,1101078.0,-82.001867,26.539549
0.0,1177144.0,-82.001867,26.539549
0.0,1009617.0,-82.001867,26.539549
0.0,1009617.0,-82.001867,26.539549
0.0,1009617.0,-82.001867,26.539549
0.0,1004420.0,-82.001867,26.539549
0.0,1061752.0,-82.001867,26.539549
0.0,1174883.0,-82.001867,26.539549
0.0,1003723.0,-82.001867,26.539549
0.0,1003723.0,-82.001867,26.539549
0.0,1003723.0,-82.001867,26.539549
0.0,1003723.0,-82.001867,26.539549
0.0,1057796.0,-82.001867,26.539549
0.0,1225836.0,-82.001867,26.539549
0.0,982485.0,-82.001867,26.539549
0.0,982485.0,-82.001867,26.539549
0.0,982485.0,-82.001867,26.539549
0.0,992095.0,-82.001867,26.539549
0.0,1073962.0,-82.001867,26.539549
0.0,1105952.0,-82.001867,26.539549
0.0,954546.0,-82.001867,26.539549
0.0,954546.0,-82.001867,26.539549
0.0,954546.0,-82.001867,26.539549
0.0,954546.0,-82.001867,26.539549
0.0,999524.0,-82.001867,26.539549
0.0,983131.0,-82.001867,26.539549
0.0,834713.0,-82.001867,26.539549
0.0,829515.0,-82.001867,26.539549
0.0,834713.0,-82.001867,26.539549
0.0,834713.0,-82.001867,26.539549
0.0,887200.0,-82.001867,26.539549
0.0,1009294.0,-82.001867,26.539549
0.0,798669.0,-82.001867,26.539549
0.0,803866.0,-82.001867,26.539549
0.0,803866.0,-82.001867,26.539549
0.0,803866.0,-82.001867,26.539549
0.0,855385.0,-82.001867,26.539549
0.0,870485.0,-82.001867,26.539549
0.0,723087.0,-82.001867,26.539549
0.0,728284.0,-82.001867,26.539549
0.0,728284.0,-82.001867,26.539549
0.0,723087.0,-82.001867,26.539549
0.0,778753.0,-82.001867,26.539549
0.0,872342.0,-82.001867,26.539549
0.0,858696.0,-82.001867,26.539549
0.0,902866.0,-82.001867,26.539549
0.0,902866.0,-82.001867,26.539549
0.0,936700.0,-82.001867,26.539549
0.0,943292.0,-82.001867,26.539549
0.0,0.0,-82.001354,26.54022
0.0,323808.0,-81.901142,26.506546
0.0,295061.0,-81.901142,26.506546
0.0,295061.0,-81.901142,26.506546
0.0,323808.0,-81.901142,26.506546
0.0,323808.0,-81.901467,26.506593
0.0,295061.0,-81.901467,26.506593
0.0,295061.0,-81.901467,26.506593
0.0,323808.0,-81.901467,26.506593
0.0,323808.0,-81.901789,26.506713
0.0,295061.0,-81.901789,26.506713
0.0,295061.0,-81.901789,26.506713
0.0,323808.0,-81.901789,26.506713
0.0,308707.0,-81.902238,26.506415
0.0,284805.0,-81.902238,26.506415
0.0,284805.0,-81.902238,26.506415
0.0,308707.0,-81.902238,26.506415
0.0,308707.0,-81.901913,26.506222
0.0,284805.0,-81.901913,26.506222
0.0,284805.0,-81.901913,26.506222
0.0,308707.0,-81.901913,26.506222
0.0,308707.0,-81.901568,26.506096
0.0,284805.0,-81.901568,26.506096
0.0,311776.0,-81.901568,26.506096
0.0,308707.0,-81.901568,26.506096
0.0,308707.0,-81.901204,26.50604
0.0,284805.0,-81.901204,26.50604
0.0,284805.0,-81.901204,26.50604
0.0,308707.0,-81.901204,26.50604
0.0,308707.0,-81.900836,26.506069
0.0,284805.0,-81.900836,26.506069
0.0,284805.0,-81.900836,26.506069
0.0,308707.0,-81.900836,26.506069
0.0,308707.0,-81.900456,26.506066
0.0,284805.0,-81.900456,26.506066
0.0,284805.0,-81.900456,26.506066
0.0,308707.0,-81.900456,26.506066
0.0,323808.0,-81.900081,26.506572
0.0,295061.0,-81.900081,26.506572
0.0,295061.0,-81.900081,26.506572
0.0,323808.0,-81.900081,26.506572
0.0,323808.0,-81.900393,26.506557
0.0,295061.0,-81.900393,26.506557
0.0,295061.0,-81.900393,26.506557
0.0,323808.0,-81.900393,26.506557
0.0,323808.0,-81.900745,26.506546
0.0,295061.0,-81.900745,26.506546
0.0,295061.0,-81.900745,26.506546
0.0,323808.0,-81.900745,26.506546
0.0,308707.0,-81.900098,26.506074
0.0,284805.0,-81.900098,26.506074
0.0,284805.0,-81.900098,26.506074
0.0,308707.0,-81.900098,26.506074
0.0,308707.0,-81.899736,26.506132
0.0,284805.0,-81.899736,26.506132
0.0,284805.0,-81.899736,26.506132
0.0,308707.0,-81.899736,26.506132
0.0,315278.0,-81.94216649,26.56698766
0.0,315278.0,-81.94216649,26.56698766
0.0,315278.0,-81.94216649,26.56698766
0.0,315278.0,-81.94216649,26.56698766
0.0,315278.0,-81.94216649,26.56698766
0.0,0.0,-81.942181,26.567064
0.0,314617.0,-81.937933,26.501246
0.0,258722.0,-81.937933,26.501246
0.0,257317.0,-81.937933,26.501246
0.0,281703.0,-81.937933,26.501246
0.0,258722.0,-81.937933,26.501246
0.0,258722.0,-81.937933,26.501246
0.0,316022.0,-81.937933,26.501246
0.0,299549.0,-81.937933,26.501246
0.0,244138.0,-81.937933,26.501246
0.0,249759.0,-81.937933,26.501246
0.0,271642.0,-81.937933,26.501246
0.0,249759.0,-81.937933,26.501246
0.0,246948.0,-81.937933,26.501246
0.0,300954.0,-81.937933,26.501246
0.0,305315.0,-81.937933,26.501246
0.0,241684.0,-81.937933,26.501246
0.0,241684.0,-81.937933,26.501246
0.0,258318.0,-81.937933,26.501246
0.0,262033.0,-81.937933,26.501246
0.0,240279.0,-81.937933,26.501246
0.0,277504.0,-81.937933,26.501246
0.0,276099.0,-81.937933,26.501246
0.0,241119.0,-81.937933,26.501246
0.0,239713.0,-81.937933,26.501246
0.0,258318.0,-81.937933,26.501246
0.0,241119.0,-81.937933,26.501246
0.0,241119.0,-81.937933,26.501246
0.0,273289.0,-81.937933,26.501246
0.0,313310.0,-81.948736,26.510126
0.0,251375.0,-81.948736,26.510126
0.0,245076.0,-81.948736,26.510126
0.0,304428.0,-81.948736,26.510126
0.0,251375.0,-81.948736,26.510126
0.0,313310.0,-81.948736,26.510126
0.0,313310.0,-81.948316,26.510585
0.0,251375.0,-81.948316,26.510585
0.0,245076.0,-81.948316,26.510585
0.0,304428.0,-81.948316,26.510585
0.0,304428.0,-81.948316,26.510585
0.0,245076.0,-81.948316,26.510585
0.0,251375.0,-81.948316,26.510585
0.0,313310.0,-81.948316,26.510585
0.0,313310.0,-81.948766,26.510578
0.0,251375.0,-81.948766,26.510578
0.0,245076.0,-81.948766,26.510578
0.0,304428.0,-81.948766,26.510578
0.0,251375.0,-81.948766,26.510578
0.0,313310.0,-81.948766,26.510578
0.0,0.0,-81.94873979,26.51014409
0.0,356834.0,-81.896,26.511009
0.0,349082.0,-81.896,26.511009
0.0,295384.0,-81.896,26.511009
0.0,287632.0,-81.896,26.511009
0.0,373388.0,-81.896188,26.511296
0.0,373388.0,-81.896188,26.511296
0.0,316459.0,-81.896188,26.511296
0.0,316459.0,-81.896188,26.511296
0.0,356511.0,-81.896194,26.511629
0.0,356511.0,-81.896194,26.511629
0.0,325746.0,-81.896194,26.511629
0.0,295061.0,-81.896194,26.511629
0.0,356511.0,-81.896608,26.511997
0.0,356511.0,-81.896608,26.511997
0.0,295061.0,-81.896608,26.511997
0.0,295061.0,-81.896608,26.511997
0.0,356511.0,-81.897012,26.512014
0.0,356511.0,-81.897012,26.512014
0.0,295061.0,-81.897012,26.512014
0.0,295061.0,-81.897012,26.512014
0.0,356834.0,-81.897445,26.511958
0.0,356834.0,-81.897445,26.511958
0.0,295384.0,-81.897445,26.511958
0.0,295384.0,-81.897445,26.511958
0.0,114342.0,-81.99017,26.581521
0.0,114342.0,-81.99017,26.581521
0.0,111435.0,-81.99017,26.581521
0.0,111435.0,-81.99017,26.581521
0.0,111435.0,-81.99017,26.581521
0.0,111435.0,-81.99017,26.581521
0.0,0.0,-81.99009,26.581523
880.0,0.0,-81.92546518,26.51767592
0.0,349082.0,-81.897518,26.512656
0.0,356834.0,-81.897518,26.512656
0.0,287632.0,-81.897518,26.512656
0.0,295384.0,-81.897518,26.512656
0.0,356834.0,-81.897155,26.512642
0.0,356834.0,-81.897155,26.512642
0.0,295384.0,-81.897155,26.512642
0.0,295384.0,-81.897155,26.512642
0.0,392849.0,-81.896791,26.512673
0.0,356511.0,-81.896791,26.512673
0.0,295061.0,-81.896791,26.512673
0.0,295061.0,-81.896791,26.512673
0.0,365313.0,-81.895764,26.512704
0.0,373388.0,-81.895764,26.512704
0.0,308384.0,-81.895764,26.512704
0.0,316459.0,-81.895764,26.512704
0.0,356511.0,-81.895702,26.512005
0.0,356511.0,-81.895702,26.512005
0.0,295061.0,-81.895702,26.512005
0.0,295061.0,-81.895702,26.512005
0.0,373388.0,-81.895686,26.511643
0.0,373388.0,-81.895686,26.511643
0.0,316459.0,-81.895686,26.511643
0.0,316459.0,-81.895686,26.511643
0.0,373388.0,-81.895706,26.511291
0.0,373388.0,-81.895706,26.511291
0.0,316459.0,-81.895706,26.511291
0.0,316459.0,-81.895706,26.511291
0.0,349082.0,-81.895734,26.51095
0.0,349082.0,-81.895734,26.51095
0.0,287632.0,-81.895734,26.51095
0.0,287632.0,-81.895734,26.51095
0.0,21600.0,-82.008608,26.544772
0.0,13650.0,-82.008608,26.544772
0.0,13650.0,-82.008608,26.544772
0.0,13650.0,-82.008608,26.544772
0.0,13650.0,-82.008608,26.544772
0.0,10300.0,-82.008608,26.544772
0.0,13650.0,-82.008608,26.544772
0.0,13650.0,-82.008608,26.544772
0.0,13650.0,-82.008608,26.544772
0.0,494432.0,-82.008608,26.544772
0.0,548696.0,-82.008608,26.544772
0.0,440653.0,-82.008608,26.544772
0.0,534000.0,-82.008608,26.544772
0.0,461809.0,-82.008608,26.544772
0.0,461809.0,-82.008608,26.544772
0.0,534000.0,-82.008608,26.544772
0.0,440653.0,-82.008608,26.544772
0.0,548696.0,-82.008608,26.544772
0.0,494432.0,-82.008608,26.544772
0.0,494432.0,-82.008608,26.544772
0.0,548696.0,-82.008608,26.544772
0.0,440653.0,-82.008608,26.544772
0.0,534000.0,-82.008608,26.544772
0.0,461809.0,-82.008608,26.544772
0.0,461809.0,-82.008608,26.544772
0.0,534000.0,-82.008608,26.544772
0.0,440653.0,-82.008608,26.544772
0.0,548696.0,-82.008608,26.544772
0.0,494432.0,-82.008608,26.544772
0.0,473599.0,-82.008608,26.544772
0.0,529639.0,-82.008608,26.544772
0.0,421838.0,-82.008608,26.544772
0.0,513893.0,-82.008608,26.544772
0.0,442914.0,-82.008608,26.544772
0.0,442914.0,-82.008608,26.544772
0.0,513893.0,-82.008608,26.544772
0.0,483289.0,-82.008608,26.544772
0.0,529639.0,-82.008608,26.544772
0.0,473599.0,-82.008608,26.544772
0.0,463586.0,-82.008608,26.544772
0.0,518900.0,-82.008608,26.544772
0.0,411825.0,-82.008608,26.544772
0.0,503799.0,-82.008608,26.544772
0.0,432901.0,-82.008608,26.544772
0.0,432901.0,-82.008608,26.544772
0.0,503799.0,-82.008608,26.544772
0.0,411825.0,-82.008608,26.544772
0.0,518900.0,-82.008608,26.544772
0.0,463586.0,-82.008608,26.544772
0.0,462375.0,-82.008608,26.544772
0.0,514378.0,-82.008608,26.544772
0.0,410614.0,-82.008608,26.544772
0.0,499358.0,-82.008608,26.544772
0.0,431690.0,-82.008608,26.544772
0.0,431690.0,-82.008608,26.544772
0.0,499358.0,-82.008608,26.544772
0.0,410614.0,-82.008608,26.544772
0.0,514378.0,-82.008608,26.544772
0.0,462375.0,-82.008608,26.544772
0.0,458095.0,-82.008608,26.544772
0.0,510259.0,-82.008608,26.544772
0.0,406334.0,-82.008608,26.544772
0.0,495805.0,-82.008608,26.544772
0.0,427410.0,-82.008608,26.544772
0.0,414587.0,-82.008608,26.544772
0.0,548616.0,-82.008608,26.544772
0.0,406334.0,-82.008608,26.544772
0.0,510259.0,-82.008608,26.544772
0.0,458095.0,-82.008608,26.544772
0.0,438553.0,-82.008608,26.544772
0.0,489345.0,-82.008608,26.544772
0.0,390992.0,-82.008608,26.544772
0.0,476748.0,-82.008608,26.544772
0.0,410291.0,-82.008608,26.544772
0.0,410291.0,-82.008608,26.544772
0.0,462446.0,-82.008608,26.544772
0.0,390992.0,-82.008608,26.544772
0.0,489345.0,-82.008608,26.544772
0.0,438553.0,-82.008608,26.544772
0.0,431044.0,-82.008608,26.544772
0.0,480301.0,-82.008608,26.544772
0.0,383482.0,-82.008608,26.544772
0.0,469238.0,-82.008608,26.544772
0.0,402781.0,-82.008608,26.544772
0.0,402781.0,-82.008608,26.544772
0.0,469238.0,-82.008608,26.544772
0.0,383482.0,-82.008608,26.544772
0.0,480301.0,-82.008608,26.544772
0.0,431044.0,-82.008608,26.544772
0.0,419093.0,-82.008608,26.544772
0.0,463021.0,-82.008608,26.544772
0.0,374519.0,-82.008608,26.544772
0.0,454057.0,-82.008608,26.544772
0.0,382082.0,-82.008608,26.544772
0.0,393899.0,-82.008608,26.544772
0.0,454057.0,-82.008608,26.544772
0.0,374519.0,-82.008608,26.544772
0.0,463021.0,-82.008608,26.544772
0.0,419093.0,-82.008608,26.544772
0.0,402377.0,-82.008608,26.544772
0.0,442672.0,-82.008608,26.544772
0.0,361114.0,-82.0086,26.54477
0.0,436535.0,-82.0086,26.54477
0.0,377668.0,-82.008608,26.544772
0.0,377668.0,-82.008608,26.544772
0.0,433789.0,-82.008608,26.544772
0.0,358369.0,-82.008608,26.544772
0.0,442672.0,-82.008608,26.544772
0.0,402377.0,-82.008608,26.544772
0.0,503153.0,-82.008608,26.544772
0.0,536584.0,-82.008608,26.544772
0.0,472145.0,-82.008608,26.544772
0.0,536584.0,-82.008608,26.544772
0.0,484016.0,-82.008608,26.544772
0.0,484016.0,-82.008608,26.544772
0.0,536584.0,-82.008608,26.544772
0.0,472145.0,-82.008608,26.544772
0.0,536584.0,-82.008608,26.544772
0.0,503153.0,-82.008608,26.544772
160736.0,3271722.0,-82.00884462,26.54502646
16150.0,0.0,-81.878378,26.569367
0.0,395433.0,-81.925753,26.530159
0.0,395433.0,-81.925753,26.530159
0.0,390507.0,-81.925753,26.530159
0.0,390507.0,-81.925753,26.530159
0.0,395433.0,-81.92533,26.530208
0.0,395433.0,-81.92533,26.530208
0.0,390507.0,-81.92533,26.530208
0.0,390507.0,-81.92533,26.530208
0.0,360872.0,-81.925151,26.530743
0.0,360872.0,-81.925151,26.530743
0.0,359257.0,-81.925151,26.530743
0.0,359257.0,-81.925151,26.530743
0.0,360872.0,-81.925575,26.530738
0.0,360872.0,-81.925575,26.530738
0.0,359257.0,-81.925575,26.530738
0.0,359257.0,-81.925575,26.530738
0.0,360872.0,-81.925989,26.530746
0.0,360872.0,-81.925989,26.530746
0.0,388488.0,-81.925989,26.530746
0.0,359257.0,-81.925989,26.530746
0.0,360872.0,-81.92645,26.530556
0.0,360872.0,-81.92645,26.530556
0.0,359257.0,-81.92645,26.530556
0.0,359257.0,-81.92645,26.530556
0.0,360872.0,-81.926362,26.530196
0.0,360872.0,-81.926362,26.530196
0.0,359257.0,-81.926362,26.530196
0.0,359257.0,-81.926362,26.530196
0.0,360872.0,-81.926265,26.529809
0.0,360872.0,-81.926265,26.529809
0.0,359257.0,-81.926265,26.529809
0.0,359257.0,-81.926265,26.529809
0.0,228361.0,-81.924003,26.53061
0.0,228361.0,-81.924003,26.53061
0.0,228361.0,-81.924003,26.53061
0.0,228361.0,-81.924003,26.53061
0.0,223193.0,-81.924003,26.53061
0.0,223193.0,-81.924003,26.53061
0.0,255251.0,-81.924003,26.53061
0.0,223193.0,-81.924003,26.53061
0.0,228361.0,-81.923997,26.530131
0.0,228361.0,-81.923997,26.530131
0.0,228361.0,-81.923997,26.530131
0.0,228361.0,-81.923997,26.530131
0.0,228361.0,-81.923997,26.530131
0.0,228361.0,-81.923997,26.530131
0.0,223193.0,-81.923997,26.530131
0.0,223193.0,-81.923997,26.530131
0.0,223193.0,-81.923997,26.530131
0.0,223193.0,-81.923997,26.530131
0.0,223193.0,-81.923997,26.530131
0.0,223193.0,-81.923997,26.530131
0.0,228361.0,-81.923985,26.529554
0.0,228361.0,-81.923985,26.529554
0.0,228361.0,-81.923985,26.529554
0.0,228361.0,-81.923985,26.529554
0.0,228361.0,-81.923985,26.529554
0.0,228361.0,-81.923985,26.529554
0.0,223193.0,-81.923985,26.529554
0.0,223193.0,-81.923985,26.529554
0.0,223193.0,-81.923985,26.529554
0.0,223193.0,-81.923985,26.529554
0.0,223193.0,-81.923985,26.529554
0.0,223193.0,-81.923985,26.529554
0.0,228361.0,-81.923979,26.529046
0.0,228361.0,-81.923979,26.529046
0.0,228361.0,-81.923979,26.529046
0.0,228361.0,-81.923979,26.529046
0.0,223193.0,-81.923979,26.529046
0.0,223193.0,-81.923979,26.529046
0.0,223193.0,-81.923979,26.529046
0.0,223193.0,-81.923979,26.529046
0.0,228361.0,-81.923966,26.528545
0.0,228361.0,-81.923966,26.528545
0.0,228361.0,-81.923966,26.528545
0.0,228361.0,-81.923966,26.528545
0.0,228361.0,-81.923966,26.528545
0.0,228361.0,-81.923966,26.528545
0.0,223193.0,-81.923966,26.528545
0.0,223193.0,-81.923966,26.528545
0.0,223193.0,-81.923966,26.528545
